instrument_type,symbol,scrip_name,scrip_code,isin,isin_reinvestment
Mutual Fund,,Kotak Nifty SDL Jul 20226 Index Fund Regular Plan IDCW,,INF174KA1LA9,INF174KA1LB7
Mutual Fund,,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth,,INF174KA1LC5,
Mutual Fund,,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan IDCW,,INF174KA1LD3,INF174KA1LE1
Mutual Fund,,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,,INF174KA1MJ8,
Mutual Fund,,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan IDCW,,INF174KA1MK6,INF174KA1ML4
Mutual Fund,,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option,,INF174KA1MG4,
Mutual Fund,,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW,,INF174KA1MH2,INF174KA1MI0
Mutual Fund,,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth,,INF174KA1JT3,
Mutual Fund,,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW,,INF174KA1JU1,INF174KA1JV9
Mutual Fund,,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth,,INF174KA1JQ9,
Mutual Fund,,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW,,INF174KA1JR7,INF174KA1JS5
Mutual Fund,,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,,INF174KA1NB3,
Mutual Fund,,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,,INF174KA1NC1,INF174KA1ND9
Mutual Fund,,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth,,INF174KA1MY7,
Mutual Fund,,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,,INF174KA1MZ4,INF174KA1NA5
Mutual Fund,,Kotak Overnight Fund -Direct Plan-Growth Option,,INF174KA1BF9,
Mutual Fund,,Kotak Overnight Fund -Regular plan-Growth Option,,INF174KA1BC6,
Mutual Fund,,Kotak Pioneer Fund- Direct Plan- Growth Option,,INF174KA1EZ1,
Mutual Fund,,Kotak Pioneer Fund- Regular Plan- Growth Option,,INF174KA1EW8,
Mutual Fund,,Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option,,INF174KA1EU2,INF174KA1EV0
Mutual Fund,,Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option,,INF174KA1EX6,INF174KA1EY4
Mutual Fund,,Kotak Quant Fund - Direct Plan - Growth Option,,INF174KA1OL0,
Mutual Fund,,Kotak Quant Fund - Direct plan - IDCW Payout,,INF174KA1OM8,INF174KA1ON6
Mutual Fund,,Kotak Quant Fund - Regular Plan - Growth Option,,INF174KA1OI6,
Mutual Fund,,Kotak Quant Fund - Regular Plan - IDCW Payout,,INF174KA1OJ4,INF174KA1OK2
Mutual Fund,,Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth,,INF174KA1913,
Mutual Fund,,Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout,,INF174KA1863,
Mutual Fund,,Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth,,INF174KA1889,
Mutual Fund,,Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout,,INF174KA1CI1,
Mutual Fund,,Kotak Quarterly Interval Plan Series13- Direct Plan- Growth,,INF174KA1CJ9,
Mutual Fund,,Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout,,INF174KA1CG5,
Mutual Fund,,Kotak Quarterly Interval Plan Series13- Regular Plan- Growth,,INF174KA1CH3,
Mutual Fund,,Kotak Savings Fund -Growth,,INF174K01FD6,
Mutual Fund,,Kotak Savings Fund -Monthly Payout of Income Distribution cum capital withdrawal option,,INF174K01FH7,
Mutual Fund,,Kotak Savings Fund-Growth - Direct,,INF174K01JP2,
Mutual Fund,,Kotak Savings Fund-Monthly Payout of Income Distribution cum capital withdrawal option - Direct,,INF174K01JQ0,
Mutual Fund,,Kotak Silver ETF,,INF174KA1KU9,
Mutual Fund,,Kotak Silver ETF Fund of Fund - Direct Plan - Growth Option,,INF174KA1MQ3,
Mutual Fund,,Kotak Silver ETF Fund of Fund - Regular Plan - Growth Option,,INF174KA1MR1,
Mutual Fund,,Kotak Special Opportunities Fund - Direct Plan - Growth Option,,INF174KA1SF3,
Mutual Fund,,Kotak Special Opportunities Fund - Direct Plan - IDCW Payout Option,,INF174KA1SG1,
Mutual Fund,,Kotak Special Opportunities Fund - Regular Plan - Growth Option,,INF174KA1SC0,
Mutual Fund,,Kotak Special Opportunities Fund - Regular Plan - IDCW Option,,INF174KA1SD8,INF174KA1SE6
Mutual Fund,,Kotak Technology Fund - Direct Plan - Growth Option,,INF174KA1QZ5,
Mutual Fund,,Kotak Technology Fund - Direct Plan - IDCW Option,,INF174KA1RA6,INF174KA1RB4
Mutual Fund,,Kotak Technology Fund - Regular Plan - Growth Option,,INF174KA1QW2,
Mutual Fund,,Kotak Technology Fund - Regular Plan - IDCW Option,,INF174KA1QX0,INF174KA1QY8
Mutual Fund,,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option,,INF174K01FE4,
Mutual Fund,,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct,,INF174K01JT4,
Mutual Fund,,Kotak US Equity Fund - Direct Plan - Dividend option,,INF178L01CM3,INF178L01CN1
Mutual Fund,,Kotak US Equity Fund - Direct Plan - Growth option,,INF178L01CL5,
Mutual Fund,,Kotak US Equity Fund - Standard Plan - Dividend option,,INF178L01CJ9,INF178L01CK7
Mutual Fund,,Kotak US Equity Fund - Standard Plan - Growth option,,INF178L01CI1,
Mutual Fund,,Kotak World Gold Fund - Standard Plan - Dividend Option,,INF178L01145,INF178L01137
Mutual Fund,,Kotak World Gold Fund - Standard Plan - Growth Option,,INF178L01152,
Mutual Fund,,Kotak World Gold Fund- Direct Plan- Dividend Option,,INF178L01AM7,INF178L01AN5
Mutual Fund,,Kotak World Gold Fund- Direct Plan- Growth Option,,INF178L01AO3,
Mutual Fund,,Kotak-Small Cap Fund - Growth,,INF174K01211,
Mutual Fund,,Kotak-Small Cap Fund - Growth - Direct,,INF174K01KT2,
Mutual Fund,,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option,,INF174K01237,INF174K01229
Mutual Fund,,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,,INF174K01KU0,
Mutual Fund,,KotakBSE Housing Index Fund - Regular Plan - Growth Option,,INF174KA1OU1,
Mutual Fund,,KotakBSE Housing Index Fund - Regular Plan - IDCW Option,,INF174KA1OV9,INF174KA1OW7
Mutual Fund,,Kotka FMP Series 212-Direct plan -Payout of Income Distribution cum capital withdrawal option,,INF174K010R0,
Mutual Fund,,Kotka FMP Series 215-Regular Plan-Growth Option,,INF174K019R1,
Mutual Fund,,Kotka FMP Series 219-Direct Plan-Growth Option,,INF174K015U3,
Mutual Fund,,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,,INF767K01ED0,
Mutual Fund,,LIC MF Aggressive Hybrid Fund-Direct Plan-IDCW,,INF767K01EC2,INF767K01EE8
Mutual Fund,,LIC MF Aggressive Hybrid Fund-Regular Plan-Growth,,INF767K01030,
Mutual Fund,,LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW,,INF767K01022,INF767K01014
Mutual Fund,,LIC MF Arbitrage Fund-Direct Plan-Growth,,INF767K01PP0,
Mutual Fund,,LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW,,INF767K01PR6,INF767K01PS4
Mutual Fund,,LIC MF Arbitrage Fund-Regular Plan-Growth,,INF767K01PL9,
Mutual Fund,,LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW,,INF767K01PN5,INF767K01PO3
Mutual Fund,,LIC MF BSE Sensex ETF,,INF767K01OT5,
Mutual Fund,,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,,INF767K01FJ4,
Mutual Fund,,LIC MF BSE Sensex Index Fund-Direct Plan-IDCW,,INF767K01FI6,INF767K01FK2
Mutual Fund,,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,,INF767K01139,
Mutual Fund,,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,,INF767K01121,INF767K01113
Mutual Fund,,LIC MF Balanced Advantage Fund-Direct Plan-Growth,,INF767K01QY0,
Mutual Fund,,LIC MF Balanced Advantage Fund-Direct Plan-IDCW,,INF767K01QZ7,INF767K01RA8
Mutual Fund,,LIC MF Balanced Advantage Fund-Regular Plan-Growth,,INF767K01QV6,
Mutual Fund,,LIC MF Balanced Advantage Fund-Regular Plan-IDCW,,INF767K01QW4,INF767K01QX2
Mutual Fund,,LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW,,INF767K01GJ2,INF767K01GM6
Mutual Fund,,LIC MF Banking & PSU Fund-Direct Plan-Growth,,INF767K01GI4,
Mutual Fund,,LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW,,INF767K01GK0,INF767K01GN4
Mutual Fund,,LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW,,INF767K01GL8,INF767K01GO2
Mutual Fund,,LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW,,INF767K01519,INF767K01527
Mutual Fund,,LIC MF Banking & PSU Fund-Regular Plan-Growth,,INF767K01535,
Mutual Fund,,LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW,,INF767K01543,INF767K01550
Mutual Fund,,LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,,INF767K01568,INF767K01576
Mutual Fund,,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,,INF767K01NK6,
Mutual Fund,,LIC MF Banking and Financial Services Fund-Direct Plan-IDCW,,INF767K01NJ8,INF767K01NL4
Mutual Fund,,LIC MF Banking and Financial Services Fund-Regular Plan-Growth,,INF767K01NH2,
Mutual Fund,,LIC MF Banking and Financial Services Fund-Regular Plan-IDCW,,INF767K01NG4,INF767K01NI0
Mutual Fund,,LIC MF Children's Fund-Direct Plan-Growth,,INF767K01FB1,
Mutual Fund,,LIC MF Children's Fund-Regular Plan-Growth,,INF767K01048,
Mutual Fund,,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,,INF767K01EO7,
Mutual Fund,,LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW,,INF767K01EP4,INF767K01ES8
Mutual Fund,,LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW,,INF767K01EQ2,INF767K01ET6
Mutual Fund,,LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW,,INF767K01ER0,INF767K01EU4
Mutual Fund,,LIC MF Conservative Hybrid Fund-Regular Plan-Growth,,INF767K01808,
Mutual Fund,,LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW,,INF767K01816,INF767K01824
Mutual Fund,,LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,,INF767K01832,INF767K01840
Mutual Fund,,LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW,,INF767K01857,INF767K01865
Mutual Fund,,LIC MF Dividend Yield Fund-Direct Plan-Growth,,INF397L01LC1,
Mutual Fund,,LIC MF Dividend Yield Fund-Direct Plan-IDCW,,INF397L01KZ4,INF397L01LA5
Mutual Fund,,LIC MF Dividend Yield Fund-Regular Plan-Growth,,INF397L01KY7,
Mutual Fund,,LIC MF Dividend Yield Fund-Regular Plan-IDCW,,INF397L01KV3,INF397L01KW1
Mutual Fund,,LIC MF ELSS Tax Saver-Direct Plan-Growth,,INF767K01EM1,
Mutual Fund,,LIC MF ELSS Tax Saver-Direct Plan-IDCW,,INF767K01EL3,INF767K01EN9
Mutual Fund,,LIC MF ELSS Tax Saver-Regular Plan-Growth,,INF767K01956,
Mutual Fund,,LIC MF ELSS Tax Saver-Regular Plan-IDCW,,INF767K01931,INF767K01949
Mutual Fund,,LIC MF Equity Savings Fund-Direct Plan-Growth,,INF397L01AZ5,
Mutual Fund,,LIC MF Equity Savings Fund-Direct Plan-Monthly IDCW,,INF397L01BA6,INF397L01BB4
Mutual Fund,,LIC MF Equity Savings Fund-Direct Plan-Quarterly IDCW,,INF397L01BD0,INF397L01BE8
Mutual Fund,,LIC MF Equity Savings Fund-Regular Plan-Growth,,INF397L01315,
Mutual Fund,,LIC MF Equity Savings Fund-Regular Plan-Monthly IDCW,,INF397L01257,INF397L01265
Mutual Fund,,LIC MF Equity Savings Fund-Regular Plan-Quarterly IDCW,,INF397L01281,INF397L01299
Mutual Fund,,LIC MF Flexi Cap Fund-Direct Plan-Growth,,INF767K01EG3,
Mutual Fund,,LIC MF Flexi Cap Fund-Direct Plan-IDCW,,INF767K01EF5,INF767K01EH1
Mutual Fund,,LIC MF Flexi Cap Fund-Regular Plan-Growth,,INF767K01071,
Mutual Fund,,LIC MF Flexi Cap Fund-Regular Plan-IDCW,,INF767K01063,INF767K01055
Mutual Fund,,LIC MF Focused Fund-Direct Plan-Growth,,INF397L01KA7,
Mutual Fund,,LIC MF Focused Fund-Direct Plan-IDCW,,INF397L01JX1,INF397L01JY9
Mutual Fund,,LIC MF Focused Fund-Regular Plan-Growth,,INF397L01KE9,
Mutual Fund,,LIC MF Focused Fund-Regular Plan-IDCW,,INF397L01KB5,INF397L01KC3
Mutual Fund,,LIC MF Gilt Fund-Direct Plan-Growth,,INF767K01EZ3,
Mutual Fund,,LIC MF Gilt Fund-Direct Plan-IDCW,,INF767K01EY6,INF767K01FA3
Mutual Fund,,LIC MF Gilt Fund-PF Plan-Growth,,INF767K01733,
Mutual Fund,,LIC MF Gilt Fund-PF Plan-IDCW,,INF767K01717,INF767K01725
Mutual Fund,,LIC MF Gilt Fund-Regular Plan-Growth,,INF767K01709,
Mutual Fund,,LIC MF Gilt Fund-Regular Plan-IDCW,,INF767K01683,INF767K01691
Mutual Fund,,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,,INF397L01BU4,
Mutual Fund,,LIC MF Gold ETF Fund of Fund-Regular Plan-Growth,,INF397L01992,
Mutual Fund,,LIC MF Gold Exchange Traded Fund,,INF397L01554,
Mutual Fund,,LIC MF Healthcare Fund-Direct Plan-Growth,,INF397L01LK4,
Mutual Fund,,LIC MF Healthcare Fund-Direct Plan-IDCW,,INF397L01LH0,INF397L01LI8
Mutual Fund,,LIC MF Healthcare Fund-Regular Plan-Growth,,INF397L01LG2,
Mutual Fund,,LIC MF Healthcare Fund-Regular Plan-IDCW,,INF397L01LD9,INF397L01LE7
Mutual Fund,,LIC MF Infrastructure Fund-Direct Plan-Growth,,INF767K01GW5,
Mutual Fund,,LIC MF Infrastructure Fund-Direct Plan-IDCW,,INF767K01GV7,INF767K01GX3
Mutual Fund,,LIC MF Infrastructure Fund-Regular Plan-Growth,,INF767K01501,
Mutual Fund,,LIC MF Infrastructure Fund-Regular Plan-IDCW,,INF767K01485,INF767K01493
Mutual Fund,,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,,INF767K01NE9,
Mutual Fund,,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,,INF767K01ND1,INF767K01NF6
Mutual Fund,,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,,INF767K01NB5,
Mutual Fund,,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,,INF767K01NA7,INF767K01NC3
Mutual Fund,,LIC MF Large Cap Fund-Direct Plan-Growth,,INF767K01EJ7,
Mutual Fund,,LIC MF Large Cap Fund-Direct Plan-IDCW,,INF767K01EI9,INF767K01EK5
Mutual Fund,,LIC MF Large Cap Fund-Regular Plan-Growth,,INF767K01105,
Mutual Fund,,LIC MF Large Cap Fund-Regular Plan-IDCW,,INF767K01097,INF767K01089
Mutual Fund,,LIC MF Liquid Fund-Direct Plan-Daily IDCW,,INF767K01DL5,INF767K01DM3
Mutual Fund,,LIC MF Liquid Fund-Direct Plan-Growth,,INF767K01DN1,
Mutual Fund,,LIC MF Liquid Fund-Direct Plan-Monthly IDCW,,INF397L01AK7,INF397L01AJ9
Mutual Fund,,LIC MF Liquid Fund-Direct Plan-Weekly IDCW,,INF397L01AM3,INF397L01AL5
Mutual Fund,,LIC MF Liquid Fund-Regular Plan-Daily IDCW,,INF767K01IQ3,INF767K01IR1
Mutual Fund,,LIC MF Liquid Fund-Regular Plan-Growth,,INF767K01IS9,
Mutual Fund,,LIC MF Liquid Fund-Regular Plan-Monthly IDCW,,INF397L01976,INF397L01968
Mutual Fund,,LIC MF Liquid Fund-Regular Plan-Weekly IDCW,,INF397L01950,INF397L01943
Mutual Fund,,LIC MF Low Duration Fund-Direct Plan-Daily IDCW,,INF767K01FL0,INF767K01FN6
Mutual Fund,,LIC MF Low Duration Fund-Direct Plan-Growth,,INF767K01FM8,
Mutual Fund,,LIC MF Low Duration Fund-Direct Plan-Monthly IDCW,,INF767K01FP1,INF767K01FO4
Mutual Fund,,LIC MF Low Duration Fund-Direct Plan-Weekly IDCW,,INF767K01JJ6,INF767K01JK4
Mutual Fund,,LIC MF Low Duration Fund-Regular Plan-Daily IDCW,,INF767K01AK3,INF767K01AL1
Mutual Fund,,LIC MF Low Duration Fund-Regular Plan-Growth,,INF767K01AO5,
Mutual Fund,,LIC MF Low Duration Fund-Regular Plan-Monthly IDCW,,INF767K01AM9,INF767K01AN7
Mutual Fund,,LIC MF Low Duration Fund-Regular Plan-Weekly IDCW,,INF767K01AP2,INF767K01AQ0
Mutual Fund,,LIC MF Medium to Long Duration Fund-Direct Plan-Annual IDCW,,INF397L01GD9,
Mutual Fund,,LIC MF Medium to Long Duration Fund-Direct Plan-Growth,,INF767K01EW0,
Mutual Fund,,LIC MF Medium to Long Duration Fund-Direct Plan-IDCW,,INF767K01EV2,INF767K01EX8
Mutual Fund,,LIC MF Medium to Long Duration Fund-Direct Plan-Quarterly IDCW,,INF397L01GA5,
Mutual Fund,,LIC MF Medium to Long Duration Fund-Regular Plan-Annual IDCW,,INF397L01FX9,
Mutual Fund,,LIC MF Medium to Long Duration Fund-Regular Plan-Growth,,INF767K01923,
Mutual Fund,,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW,,INF767K01907,INF767K01915
Mutual Fund,,LIC MF Medium to Long Duration Fund-Regular Plan-Quarterly IDCW,,INF397L01FU5,
Mutual Fund,,LIC MF Mid Cap Fund-Direct Plan-Growth,,INF397L01JK8,
Mutual Fund,,LIC MF Mid Cap Fund-Direct Plan-IDCW,,INF397L01JH4,INF397L01JI2
Mutual Fund,,LIC MF Mid Cap Fund-Regular Plan-Growth,,INF397L01JO0,
Mutual Fund,,LIC MF Mid Cap Fund-Regular Plan-IDCW,,INF397L01JL6,INF397L01JM4
Mutual Fund,,LIC MF Money Market Fund-Direct Plan-Growth,,INF767K01RE0,
Mutual Fund,,LIC MF Money Market Fund-Regular Plan-Growth,,INF767K01RB6,
Mutual Fund,,LIC MF Money Market Fund-Regular Plan-IDCW,,INF767K01RC4,INF767K01RD2
Mutual Fund,,LIC MF Multi Cap Fund-Direct Plan-Growth,,INF767K01RK7,
Mutual Fund,,LIC MF Multi Cap Fund-Direct Plan-IDCW,,INF767K01RL5,INF767K01RM3
Mutual Fund,,LIC MF Multi Cap Fund-Regular Plan-Growth,,INF767K01RH3,
Mutual Fund,,LIC MF Multi Cap Fund-Regular Plan-IDCW,,INF767K01RI1,INF767K01RJ9
Mutual Fund,,LIC MF Nifty 100 ETF,,INF767K01PC8,
Mutual Fund,,LIC MF Nifty 50 ETF,,INF767K01OS7,
Mutual Fund,,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,,INF767K01FF2,
Mutual Fund,,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,,INF767K01FG0,INF767K01FH8
Mutual Fund,,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,,INF767K01162,
Mutual Fund,,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,,INF767K01154,INF767K01147
Mutual Fund,,LIC MF Nifty 8-13 yr G-Sec ETF,,INF767K01MV5,
Mutual Fund,,LIC MF Nifty Midcap 100 ETF,,INF767K01RN1,
Mutual Fund,,LIC MF Nifty Next 50 Index Fund-Direct Plan-Growth,,INF397L01AW2,
Mutual Fund,,LIC MF Nifty Next 50 Index Fund-Direct Plan-IDCW,,INF397L01AY8,INF397L01AX0
Mutual Fund,,LIC MF Nifty Next 50 Index Fund-Regular Plan-Growth,,INF397L01174,
Mutual Fund,,LIC MF Nifty Next 50 Index Fund-Regular Plan-IDCW,,INF397L01166,INF397L01182
Mutual Fund,,LIC MF Overnight Fund-Direct Plan-Growth,,INF767K01QI3,
Mutual Fund,,LIC MF Overnight Fund-Direct Plan-IDCW,,INF767K01QE2,INF767K01QF9
Mutual Fund,,LIC MF Overnight Fund-Regular Plan-Growth,,INF767K01QD4,
Mutual Fund,,LIC MF Overnight Fund-Regular Plan-IDCW,,INF767K01PZ9,INF767K01QA0
Mutual Fund,,LIC MF Short Duration Fund-Direct Plan-Growth,,INF767K01PW6,
Mutual Fund,,LIC MF Short Duration Fund-Direct Plan-IDCW,,INF767K01PX4,INF767K01PY2
Mutual Fund,,LIC MF Short Duration Fund-Direct Plan-Monthly IDCW,,INF397L01BH1,INF397L01BI9
Mutual Fund,,LIC MF Short Duration Fund-Direct Plan-Weekly IDCW,,INF397L01BK5,INF397L01BL3
Mutual Fund,,LIC MF Short Duration Fund-Regular Plan-Growth,,INF767K01PT2,
Mutual Fund,,LIC MF Short Duration Fund-Regular Plan-IDCW,,INF767K01PU0,INF767K01PV8
Mutual Fund,,LIC MF Short Duration Fund-Regular Plan-Monthly IDCW,,INF397L01406,INF397L01414
Mutual Fund,,LIC MF Short Duration Fund-Regular Plan-Weekly IDCW,,INF397L01430,INF397L01448
Mutual Fund,,LIC MF Small Cap Fund-Direct Plan-Growth,,INF397L01JS1,
Mutual Fund,,LIC MF Small Cap Fund-Direct Plan-IDCW,,INF397L01JP7,INF397L01JQ5
Mutual Fund,,LIC MF Small Cap Fund-Regular Plan-Growth,,INF397L01JW3,
Mutual Fund,,LIC MF Small Cap Fund-Regular Plan-IDCW,,INF397L01JT9,INF397L01JU7
Mutual Fund,,LIC MF Ultra Short Duration Fund-Direct Plan-Growth,,INF767K01QU8,
Mutual Fund,,LIC MF Ultra Short Duration Fund-Direct Plan-Monthly IDCW,,INF767K01QT0,INF767K01QS2
Mutual Fund,,LIC MF Ultra Short Duration Fund-Direct Plan-Weekly IDCW,,INF767K01QR4,INF767K01QQ6
Mutual Fund,,LIC MF Ultra Short Duration Fund-Regular Plan-Growth,,INF767K01QO1,
Mutual Fund,,LIC MF Ultra Short Duration Fund-Regular Plan-Monthly IDCW,,INF767K01QN3,INF767K01QM5
Mutual Fund,,LIC MF Ultra Short Duration Fund-Regular Plan-Weekly IDCW,,INF767K01QL7,INF767K01QK9
Mutual Fund,,LIC MF Value Fund-Direct Plan-Growth,,INF397L01KU5,
Mutual Fund,,LIC MF Value Fund-Direct Plan-IDCW,,INF397L01KR1,
Mutual Fund,,LIC MF Value Fund-Regular Plan-Growth,,INF397L01KQ3,
Mutual Fund,,LIC MF Value Fund-Regular Plan-IDCW,,INF397L01KN0,
Mutual Fund,,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan - IDCW,,INF174V01804,INF174V01796
Mutual Fund,,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,,INF174V01788,
Mutual Fund,,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth,,INF174V01754,
Mutual Fund,,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - IDCW,,INF174V01770,INF174V01762
Mutual Fund,,Mahindra Manulife Arbitrage Fund - Direct Plan - IDCW,,INF174V01AC6,INF174V01AB8
Mutual Fund,,Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,,INF174V01AA0,
Mutual Fund,,Mahindra Manulife Arbitrage Fund - Regular Plan - Growth,,INF174V01978,
Mutual Fund,,Mahindra Manulife Arbitrage Fund - Regular Plan - IDCW,,INF174V01994,INF174V01986
Mutual Fund,,Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - Growth,,INF174V01AY0,
Mutual Fund,,Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - IDCW,,INF174V01BA8,INF174V01AZ7
Mutual Fund,,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - Growth,,INF174V01AV6,
Mutual Fund,,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - IDCW,,INF174V01AX2,INF174V01AW4
Mutual Fund,,Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth,,INF174V01BE0,
Mutual Fund,,Mahindra Manulife Balanced Advantage Fund - Direct Plan - IDCW,,INF174V01BF7,INF174V01BG5
Mutual Fund,,Mahindra Manulife Balanced Advantage Fund - Regular Plan - Growth,,INF174V01BB6,
Mutual Fund,,Mahindra Manulife Balanced Advantage Fund - Regular Plan - IDCW,,INF174V01BC4,INF174V01BD2
Mutual Fund,,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,,INF174V01BQ4,
Mutual Fund,,Mahindra Manulife Business Cycle Fund - Direct Plan - IDCW,,INF174V01BR2,INF174V01BS0
Mutual Fund,,Mahindra Manulife Business Cycle Fund - Regular Plan - IDCW,,INF174V01BO9,INF174V01BP6
Mutual Fund,,Mahindra Manulife Business Cycle Fund-Regular Plan - Growth,,INF174V01BN1,
Mutual Fund,,Mahindra Manulife Consumption Fund - Direct Plan - IDCW,,INF174V01689,INF174V01671
Mutual Fund,,Mahindra Manulife Consumption Fund - Direct Plan -Growth,,INF174V01663,
Mutual Fund,,Mahindra Manulife Consumption Fund - Regular Plan - IDCW,,INF174V01655,INF174V01648
Mutual Fund,,Mahindra Manulife Consumption Fund- Regular Plan - Growth,,INF174V01630,
Mutual Fund,,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,,INF174V01580,
Mutual Fund,,Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW,,INF174V01606,INF174V01598
Mutual Fund,,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW,,INF174V01622,INF174V01614
Mutual Fund,,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,,INF174V01531,
Mutual Fund,,Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW,,INF174V01556,INF174V01549
Mutual Fund,,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Quarterly IDCW,,INF174V01572,INF174V01564
Mutual Fund,,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,,INF174V01093,
Mutual Fund,,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,,INF174V01085,
Mutual Fund,,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,,INF174V01101,
Mutual Fund,,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,,INF174V01077,
Mutual Fund,,Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,,INF174V01184,
Mutual Fund,,Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,,INF174V01150,
Mutual Fund,,Mahindra Manulife Equity Savings Fund -Direct Plan -Dividend,,INF174V01192,INF174V01200
Mutual Fund,,Mahindra Manulife Equity Savings Fund -Regular Plan -Dividend,,INF174V01168,INF174V01176
Mutual Fund,,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,,INF174V01AS2,
Mutual Fund,,Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW,,INF174V01AU8,INF174V01AT0
Mutual Fund,,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,,INF174V01AP8,
