,high_amount,moving_avg,forcast
2025-04-30,,,392996.83107792615
2025-05-01,,,394127.5410742655
2025-05-02,,,395405.8662199658
2025-05-03,,,396487.72708315717
2025-05-04,,,396939.97738492885
2025-05-05,,,397067.9382064395
2025-05-06,,,397013.6974280949
2025-05-07,,,397283.9614952616
2025-05-08,,,397369.9715907881
2025-05-09,,,397490.86697837734
2025-05-10,,,397461.6643429175
2025-05-11,,,397703.49771859247
2025-05-12,,,397693.3375689788
2025-05-13,,,398037.6404759121
2025-05-14,,,398174.32700191095
2025-05-15,,,398088.45869452576
2025-05-16,,,398350.4151586795
2025-05-17,,,397732.76270219474
2025-05-18,,,398007.9928096717
2025-05-19,,,398314.0637922604
2025-05-20,,,397453.62885579973
2025-05-21,,,397012.17336269154
2025-05-22,,,396742.13266275
2025-05-23,,,397067.5877306403
2025-05-24,,,397614.59297883976
2025-05-25,,,397051.8672013006
2025-05-26,,,397185.429591335
2025-05-27,,,397122.8886771819
2025-05-28,,,397810.92530467006
2025-05-29,,,398996.836256048
2025-05-30,,,397839.06329504645
2025-05-31,,,397660.89398072666
2025-06-01,,,397469.40030896204
2025-06-02,,,400550.67733895435
2025-06-03,,,398106.6376973647
2025-06-04,,,397482.05472424073
2025-06-05,,,397988.38672547584
2025-06-06,,,397333.2596766697
2025-06-07,,,397509.3614582177
2025-06-08,,,397665.1963286695
2025-06-09,,,397817.5559149544
2025-06-10,,,398018.8284230436
2025-06-11,,,398238.59755304584
2025-06-12,,,398745.9522773672
2025-06-13,,,398297.2629886425
2025-06-14,,,398616.64591943665
2025-06-15,,,398930.55185376044
2025-06-16,,,398943.98845902254
2025-06-17,,,399017.30230635236
2025-06-18,,,399697.1894686791
2025-06-19,,,399566.950132067
2025-06-20,,,399380.9706493922
2025-06-21,,,399818.5683015265
2025-06-22,,,400949.2782978658
2025-06-23,,,402227.6034435661
2025-06-24,,,403309.4643067575
2025-06-25,,,403761.7146085292
2025-06-26,,,403889.6754300398
2025-06-27,,,403835.43465169525
2025-06-28,,,404105.6987188619
2025-06-29,,,404191.70881438843
2025-06-30,,,404312.60420197767
2025-07-01,,,404283.40156651783
2025-07-02,,,404525.2349421928
2025-07-03,,,404515.0747925791
2025-07-04,,,404859.3776995124
2025-07-05,,,404996.0642255113
2025-07-06,,,404910.1959181261
2025-07-07,,,405172.1523822798
2025-07-08,,,404554.49992579507
2025-07-09,,,404829.730033272
2025-07-10,,,405135.80101586075
2025-07-11,,,404275.36607940006
2025-07-12,,,403833.91058629187
2025-07-13,,,403563.86988635035
2025-07-14,,,403889.32495424064
2025-07-15,,,404436.3302024401
2025-07-16,,,403873.60442490096
2025-07-17,,,404007.16681493534
2025-07-18,,,403944.62590078224
2025-07-19,,,404632.6625282704
2025-07-20,,,405818.57347964833
2025-07-21,,,404660.8005186468
2025-07-22,,,404482.631204327
2025-07-23,,,404291.13753256237
2025-07-24,,,407372.4145625547
2025-07-25,,,404928.37492096506
2025-07-26,,,404303.79194784106
2025-07-27,,,404810.12394907617
2025-07-28,,,404154.99690027005
2025-07-29,,,404331.09868181805
2025-07-30,,,404486.9335522698
2025-07-31,,,404639.2931385547
2025-08-01,,,404840.5656466439
2025-08-02,,,405060.33477664617
2025-08-03,,,405567.6895009675
2025-08-04,,,405119.0002122428
2025-08-05,,,405438.383143037
2025-08-06,,,405752.2890773608
2025-08-07,,,405765.72568262287
2025-08-08,,,405839.0395299527
2025-08-09,,,406518.9266922794
2025-08-10,,,406388.68735566735
2025-08-11,,,406202.70787299256
2025-08-12,,,406640.3055251268
2025-08-13,,,407771.01552146615
2025-08-14,,,409049.3406671665
2025-08-15,,,410131.2015303578
2025-08-16,,,410583.4518321295
2025-08-17,,,410711.41265364015
2025-08-18,,,410657.1718752956
2025-08-19,,,410927.43594246224
2025-08-20,,,411013.44603798876
2025-08-21,,,411134.341425578
2025-08-22,,,411105.1387901182
2025-08-23,,,411346.9721657931
2025-08-24,,,411336.81201617944
2025-08-25,,,411681.11492311273
2025-08-26,,,411817.8014491116
2025-08-27,,,411731.9331417264
2025-08-28,,,411993.88960588013
2025-08-29,,,411376.2371493954
2025-08-30,,,411651.4672568724
2025-08-31,,,411957.5382394611
2025-09-01,,,411097.1033030004
2025-09-02,,,410655.6478098922
2025-09-03,,,410385.6071099507
2025-09-04,,,410711.06217784097
2025-09-05,,,411258.0674260404
2025-09-06,,,410695.3416485013
2025-09-07,,,410828.9040385357
2025-09-08,,,410766.36312438257
2025-09-09,,,411454.3997518707
2025-09-10,,,412640.31070324866
2025-09-11,,,411482.5377422471
2025-09-12,,,411304.3684279273
2025-09-13,,,411112.8747561627
2025-09-14,,,414194.151786155
2025-09-15,,,411750.11214456544
2025-09-16,,,411125.5291714414
2025-09-17,,,411631.8611726765
2025-09-18,,,410976.7341238704
2025-09-19,,,411152.8359054184
2025-09-20,,,411308.67077587015
2025-09-21,,,411461.03036215506
2025-09-22,,,411662.30287024425
2025-09-23,,,411882.07200024655
2025-09-24,,,412389.42672456783
2025-09-25,,,411940.73743584316
2025-09-26,,,412260.1203666373
2025-09-27,,,412574.02630096115
2025-09-28,,,412587.4629062232
2025-09-29,,,412660.776753553
2025-09-30,,,413340.66391587973
2025-10-01,,,413210.42457926774
2025-10-02,,,413024.4450965929
2025-10-03,,,413462.04274872714
2025-10-04,,,414592.7527450665
2025-10-05,,,415871.07789076684
2025-10-06,,,416952.93875395815
2025-10-07,,,417405.18905572983
2025-10-08,,,417533.1498772405
2025-10-09,,,417478.90909889597
2025-10-10,,,417749.17316606257
2025-10-11,,,417835.1832615891
2025-10-12,,,417956.0786491783
2025-10-13,,,417926.87601371855
2025-10-14,,,418168.70938939345
2025-10-15,,,418158.54923977976
2025-10-16,,,418502.85214671306
2025-10-17,,,418639.538672712
2025-10-18,,,418553.67036532675
2025-10-19,,,418815.62682948046
2025-10-20,,,418197.9743729957
2025-10-21,,,418473.2044804727
2025-10-22,,,418779.2754630614
2025-10-23,,,417918.8405266007
2025-10-24,,,417477.3850334925
2025-10-25,,,417207.34433355107
2025-10-26,,,417532.7994014413
2025-10-27,,,418079.80464964075
2025-10-28,,,417517.0788721016
2025-10-29,,,417650.64126213605
2025-10-30,,,417588.1003479829
2025-10-31,,,418276.13697547105
2025-11-01,,,419462.047926849
2025-11-02,,,418304.2749658475
2025-11-03,,,418126.10565152764
2025-11-04,,,417934.611979763
2025-11-05,,,421015.88900975534
2025-11-06,,,418571.8493681658
2025-11-07,,,417947.2663950417
2025-11-08,,,418453.5983962768
2025-11-09,,,417798.4713474707
2025-11-10,,,417974.57312901877
2025-11-11,,,418130.4079994705
2025-11-12,,,418282.7675857554
2025-11-13,,,418484.0400938446
2025-11-14,,,418703.8092238469
2025-11-15,,,419211.16394816816
2025-11-16,,,418762.4746594435
2025-11-17,,,419081.85759023763
2025-11-18,,,419395.7635245615
2025-11-19,,,419409.2001298235
2025-11-20,,,419482.51397715334
2025-11-21,,,420162.40113948006
2025-11-22,,,420032.16180286807
2025-11-23,,,419846.1823201932
2025-11-24,,,420283.77997232747
2025-11-25,,,421414.48996866687
2025-11-26,,,422692.8151143672
2025-11-27,,,423774.6759775585
2025-11-28,,,424226.92627933016
2025-11-29,,,424354.8871008408
2025-11-30,,,424300.6463224963
2025-12-01,,,424570.9103896629
2025-12-02,,,424656.9204851894
2025-12-03,,,424777.8158727787
2025-12-04,,,424748.6132373189
2025-12-05,,,424990.4466129938
