date,BHAGERIA,BPCL,GOLDBEES,HERANBA,IDEA,INFY,IRCTC,KPITTECH,LICI,MIRAE-ASSET-TAX-SAVER-DIRECT-GROWTH,NIFTYBEES,PNB,SBI-MAGNUM-TAXGAIN-SCHEME-DIR-GR,SBIN,TATACHEM,TATAMOTORS,TATAPOWER,VOLTAS,YESBANK
2020-10-15,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-16,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-17,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-18,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-19,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-20,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-21,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-22,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-23,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-24,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-25,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-26,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-27,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-28,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-29,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-30,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-10-31,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-01,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-02,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-03,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-04,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-05,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-06,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-07,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-08,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-09,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-10,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-11,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-12,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-13,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-14,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-15,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-16,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-17,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-18,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-19,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-20,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-21,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-22,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-23,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-24,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-25,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-26,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-27,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-28,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-29,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-11-30,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-01,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-02,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-03,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-04,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-05,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-06,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-07,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-08,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-09,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-10,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-11,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-12,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-13,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-14,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-15,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-16,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-17,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-18,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-19,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-20,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-21,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-22,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-23,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-24,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-25,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-26,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-27,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-28,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-29,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-30,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2020-12-31,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-01,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-02,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-03,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-04,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-05,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-06,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-07,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-08,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-09,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-10,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-11,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-12,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-13,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-14,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-15,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-16,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-17,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-18,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-19,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-20,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-21,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-22,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-23,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-24,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-25,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-26,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-27,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-28,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-29,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-30,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-01-31,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-01,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-02,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-03,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-04,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-05,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-06,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-07,,,,,8.02,,,,,,,32.95,,,,89.13,,,12.12
2021-02-08,,,,,8.02,,,,,,,32.95,,,,89.13,90.0,,12.12
2021-02-09,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-10,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-11,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-12,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-13,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-14,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-15,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-16,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-17,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-18,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-19,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-20,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-21,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-22,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-23,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-24,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-25,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-26,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-27,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-02-28,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-01,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-02,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-03,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-04,,,41.82,627.0,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-05,,,41.82,627.0,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-06,,,41.82,627.0,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-07,,,41.82,627.0,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-08,,,41.82,627.0,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-09,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-10,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-11,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-12,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-13,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-14,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-15,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-16,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-17,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-18,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-19,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-20,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-21,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-22,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-23,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-24,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-25,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-26,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-27,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-28,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-29,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-30,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-03-31,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-01,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-02,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-03,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-04,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-05,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-06,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-07,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-08,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-09,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-10,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-11,,,41.82,,8.02,,,,,,162.52,32.95,,,,89.13,90.0,,12.12
2021-04-12,,,41.82,,8.02,1434.6,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-12,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-13,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-14,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-15,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
2021-04-16,,,41.82,,8.02,1434.19,,,,,162.52,32.95,,,,178.34,90.0,,12.12
