date,segment,exchange,symbol,scrip_name,holding_quantity,avg_price,holding_amount,open_price,open_amount,high_price,high_amount,low_price,low_amount,close_price,close_amount
2024-06-06,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,48.56,995.97,48.56,995.97,48.56,995.97,48.56,995.97
2024-06-06,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,424.98,990.2,424.98,990.2,424.98,990.2,424.98,990.2
2024-06-07,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,973.84,2921.52,978.42,2935.26,960.89,2882.67,973.59,2920.77
2024-06-07,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,49.47,1014.63,49.47,1014.63,49.47,1014.63,49.47,1014.63
2024-06-07,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,434.26,1011.83,434.26,1011.83,434.26,1011.83,434.26,1011.83
2024-06-08,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,973.84,2921.52,978.42,2935.26,960.89,2882.67,973.59,2920.77
2024-06-08,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,49.47,1014.63,49.47,1014.63,49.47,1014.63,49.47,1014.63
2024-06-08,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,434.26,1011.83,434.26,1011.83,434.26,1011.83,434.26,1011.83
2024-06-09,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,973.84,2921.52,978.42,2935.26,960.89,2882.67,973.59,2920.77
2024-06-09,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,49.47,1014.63,49.47,1014.63,49.47,1014.63,49.47,1014.63
2024-06-09,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,434.26,1011.83,434.26,1011.83,434.26,1011.83,434.26,1011.83
2024-06-10,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,985.78,2957.34,986.63,2959.89,968.46,2905.38,973.74,2921.22
2024-06-10,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,49.69,1019.14,49.69,1019.14,49.69,1019.14,49.69,1019.14
2024-06-10,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,436.01,1015.9,436.01,1015.9,436.01,1015.9,436.01,1015.9
2024-06-11,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,980.91,2942.73,1031.59,3094.77,978.42,2935.26,1015.71,3047.13
2024-06-11,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,49.76,1020.58,49.76,1020.58,49.76,1020.58,49.76,1020.58
2024-06-11,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,439.48,1023.99,439.48,1023.99,439.48,1023.99,439.48,1023.99
2024-06-12,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1022.63,3067.89,1029.6,3088.8,1010.78,3032.34,1022.58,3067.74
2024-06-12,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,49.99,1025.29,49.99,1025.29,49.99,1025.29,49.99,1025.29
2024-06-12,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,442.61,1031.28,442.61,1031.28,442.61,1031.28,442.61,1031.28
2024-06-13,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1032.58,3097.74,1032.58,3097.74,1009.18,3027.54,1013.22,3039.66
2024-06-13,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1486.39,2972.78,1516.85,3033.7,1479.01,2958.02,1483.39,2966.78
2024-06-13,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.19,1029.4,50.19,1029.4,50.19,1029.4,50.19,1029.4
2024-06-13,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,445.68,1038.43,445.68,1038.43,445.68,1038.43,445.68,1038.43
2024-06-14,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1019.64,3058.92,1023.32,3069.96,1010.33,3030.99,1013.86,3041.58
2024-06-14,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1488.98,2977.96,1494.86,2989.72,1468.58,2937.16,1475.96,2951.92
2024-06-14,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.52,1036.17,50.52,1036.17,50.52,1036.17,50.52,1036.17
2024-06-14,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,449.75,1047.92,449.75,1047.92,449.75,1047.92,449.75,1047.92
2024-06-15,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1019.64,3058.92,1023.32,3069.96,1010.33,3030.99,1013.86,3041.58
2024-06-15,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1488.98,2977.96,1494.86,2989.72,1468.58,2937.16,1475.96,2951.92
2024-06-15,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.52,1036.17,50.52,1036.17,50.52,1036.17,50.52,1036.17
2024-06-15,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,449.75,1047.92,449.75,1047.92,449.75,1047.92,449.75,1047.92
2024-06-16,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1019.64,3058.92,1023.32,3069.96,1010.33,3030.99,1013.86,3041.58
2024-06-16,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1488.98,2977.96,1494.86,2989.72,1468.58,2937.16,1475.96,2951.92
2024-06-16,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.52,1036.17,50.52,1036.17,50.52,1036.17,50.52,1036.17
2024-06-16,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,449.75,1047.92,449.75,1047.92,449.75,1047.92,449.75,1047.92
2024-06-17,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1019.64,3058.92,1023.32,3069.96,1010.33,3030.99,1013.86,3041.58
2024-06-17,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1488.98,2977.96,1494.86,2989.72,1468.58,2937.16,1475.96,2951.92
2024-06-17,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.52,1036.17,50.52,1036.17,50.52,1036.17,50.52,1036.17
2024-06-17,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,449.75,1047.92,449.75,1047.92,449.75,1047.92,449.75,1047.92
2024-06-18,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1014.66,3043.98,1034.23,3102.69,1014.36,3043.08,1028.0,3084.0
2024-06-18,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1476.01,2952.02,1510.92,3021.84,1469.43,2938.86,1506.68,3013.36
2024-06-18,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.71,1040.06,50.71,1040.06,50.71,1040.06,50.71,1040.06
2024-06-18,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,450.68,1050.08,450.68,1050.08,450.68,1050.08,450.68,1050.08
2024-06-19,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1031.44,3094.32,1032.58,3097.74,998.63,2995.89,1010.33,3030.99
2024-06-19,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1517.65,3035.3,1521.84,3043.68,1484.54,2969.08,1511.77,3023.54
2024-06-19,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.69,1039.65,50.69,1039.65,50.69,1039.65,50.69,1039.65
2024-06-19,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,449.56,1047.47,449.56,1047.47,449.56,1047.47,449.56,1047.47
2024-06-20,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1013.02,3039.06,1022.63,3067.89,1002.91,3008.73,1011.28,3033.84
2024-06-20,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1521.89,3043.78,1556.1,3112.2,1502.94,3005.88,1548.42,3096.84
2024-06-20,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.98,1045.6,50.98,1045.6,50.98,1045.6,50.98,1045.6
2024-06-20,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,450.68,1050.08,450.68,1050.08,450.68,1050.08,450.68,1050.08
2024-06-21,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1014.46,3043.38,1041.55,3124.65,1003.91,3011.73,1007.99,3023.97
2024-06-21,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1570.46,3140.92,1634.24,3268.48,1551.16,3102.32,1584.47,3168.94
2024-06-21,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.85,1042.93,50.85,1042.93,50.85,1042.93,50.85,1042.93
2024-06-21,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,448.98,1046.12,448.98,1046.12,448.98,1046.12,448.98,1046.12
2024-06-22,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1014.46,3043.38,1041.55,3124.65,1003.91,3011.73,1007.99,3023.97
2024-06-22,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1570.46,3140.92,1634.24,3268.48,1551.16,3102.32,1584.47,3168.94
2024-06-22,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.85,1042.93,50.85,1042.93,50.85,1042.93,50.85,1042.93
2024-06-22,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,448.98,1046.12,448.98,1046.12,448.98,1046.12,448.98,1046.12
2024-06-23,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1014.46,3043.38,1041.55,3124.65,1003.91,3011.73,1007.99,3023.97
2024-06-23,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1570.46,3140.92,1634.24,3268.48,1551.16,3102.32,1584.47,3168.94
2024-06-23,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.85,1042.93,50.85,1042.93,50.85,1042.93,50.85,1042.93
2024-06-23,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,448.98,1046.12,448.98,1046.12,448.98,1046.12,448.98,1046.12
2024-06-24,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1015.66,3046.98,1033.53,3100.59,1003.31,3009.93,1005.95,3017.85
2024-06-24,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1588.16,3176.32,1617.63,3235.26,1558.39,3116.78,1605.17,3210.34
2024-06-24,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,50.88,1043.55,50.88,1043.55,50.88,1043.55,50.88,1043.55
2024-06-24,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,449.7,1047.8,449.7,1047.8,449.7,1047.8,449.7,1047.8
2024-06-25,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,1009.68,3029.04,1014.46,3043.38,982.9,2948.7,990.86,2972.58
2024-06-25,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1606.66,3213.32,1626.61,3253.22,1570.76,3141.52,1574.8,3149.6
2024-06-25,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,51.24,1050.93,51.24,1050.93,51.24,1050.93,51.24,1050.93
2024-06-25,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,450.71,1050.15,450.71,1050.15,450.71,1050.15,450.71,1050.15
2024-06-26,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,995.74,2987.22,998.48,2995.44,983.79,2951.37,986.23,2958.69
2024-06-26,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1580.68,3161.36,1625.61,3251.22,1580.68,3161.36,1588.36,3176.72
2024-06-26,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,51.3,1052.16,51.3,1052.16,51.3,1052.16,51.3,1052.16
2024-06-26,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,450.62,1049.94,450.62,1049.94,450.62,1049.94,450.62,1049.94
2024-06-27,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,986.78,2960.34,998.08,2994.24,979.16,2937.48,987.03,2961.09
2024-06-27,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1585.72,3171.44,1608.86,3217.72,1545.83,3091.66,1556.9,3113.8
2024-06-27,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,51.5,1056.27,51.5,1056.27,51.5,1056.27,51.5,1056.27
2024-06-27,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,451.77,1052.62,451.77,1052.62,451.77,1052.62,451.77,1052.62
2024-06-28,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,991.46,2974.38,1003.21,3009.63,983.79,2951.37,985.04,2955.12
2024-06-28,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1575.05,3150.1,1694.13,3388.26,1561.58,3123.16,1630.35,3260.7
2024-06-28,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,51.52,1056.68,51.52,1056.68,51.52,1056.68,51.52,1056.68
2024-06-28,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,451.86,1052.83,451.86,1052.83,451.86,1052.83,451.86,1052.83
2024-06-29,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,991.46,2974.38,1003.21,3009.63,983.79,2951.37,985.04,2955.12
2024-06-29,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1575.05,3150.1,1694.13,3388.26,1561.58,3123.16,1630.35,3260.7
2024-06-29,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,51.52,1056.68,51.52,1056.68,51.52,1056.68,51.52,1056.68
2024-06-29,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,451.86,1052.83,451.86,1052.83,451.86,1052.83,451.86,1052.83
2024-06-30,EQ,NSE,IRCTC,INDIAN RAILWAY CATERING AND TO,3.0,896.2,2688.6,991.46,2974.38,1003.21,3009.63,983.79,2951.37,985.04,2955.12
2024-06-30,EQ,NSE,KPITTECH,KPIT TECHNOLOGIES LTD,2.0,1500.0,3000.0,1575.05,3150.1,1694.13,3388.26,1561.58,3123.16,1630.35,3260.7
2024-06-30,MF,BMF,MIRAE_ASSET_ELSS_TAX_SAVER_FUND_DIRECT_PLAN_GROWTH,MIRAE ASSET TAX SAVER FUND - D,20.51,48.77,1000.27,51.52,1056.68,51.52,1056.68,51.52,1056.68,51.52,1056.68
2024-06-30,MF,BMF,SBI_LONG_TERM_EQUITY_FUND_DIRECT_PLAN_GROWTH,SBI MAGNUM TAX GAIN SCHEME - D,2.33,428.89,999.31,451.86,1052.83,451.86,1052.83,451.86,1052.83,451.86,1052.83
