symbol,name
KOTAKNIFTY.BO,Kotak Nifty Exchange Traded Scheme
KOTAKPSUBK.BO,Kotak PSU Bank Exchange Traded Scheme
KOTHARIPRO.BO,Kothari Products Limited
KOVAI.BO,Kovai Medical Center and Hospital Limited
KPEL.BO,K.P. Energy Limited
KPIGLOBAL.BO,K.P.I. Global Infrastructure L
KPITTECH.BO,KPIT Technologies Ltd
KPL.BO,Kwality Pharmaceuticals Limited
KPRMILL.BO,K.P.R. Mill Limited
KPT.BO,KPT INDUSTRIES LIMITED
KRANTI.BO,Kranti Industries Limited
KRBL.BO,KRBL Limited
KREBSBIO.BO,Krebs Biochemicals & Industries Limited
KREONFIN.BO,Kreon Finnancial Services Limited
KRETTOSYS.BO,Kretto Syscon Limited
KRIFILIND.BO,KRISHNA FILAMENT INDUSTRIES LI
KRIINFRA.BO,Kridhan Infra Limited
KRISHNA.BO,Krishna Ventures Limited
KRISHNACAP.BO,Krishna Capital & Securities Limited
KRITIIND.BO,Kriti Industries (India) Limited
KRITINUT.BO,Kriti Nutrients Limited
KRL.BO,Kintech Renewables Limited
KRRAIL.BO,K&R RAIL ENGINEERING LIMITED
KRYPTONQ.BO,Krypton Industries Limited
KSB.BO,KSB LIMITED
KSCL.BO,Kaveri Seed Company Limited
KSE.BO,KSE Limited
KSERASERA.BO,KSS Limited
KSL.BO,Kalyani Steels Limited
KTIL.BO,Kesar Terminals & Infrastructure Limited
KTKBANK.BO,The Karnataka Bank Limited
KTKSENSEX.BO,Kotak Mahindra Mutual Fund - Kotak Sensex ETF
KUANTUM.BO,Kuantum Papers Limited
KUBERJI.BO,Kuber Udyog Limited
KUMPFIN.BO,KUMBHAT FINANCIAL SERVICES LTD
KUNSTOFF.BO,Kunststoffe Industries Limited
KUSHAL.BO,Kushal Limited
KUSHIND.BO,Kush Industries Limited
KUWERIN.BO,Kuwer Industries Limited
KWALITYCL.BO,Kwality Credit & Leasing Limited
KZLFIN.BO,K Z Leasing and Finance Limited
LACTOSE.BO,Lactose (India) Limited
LADDERUP.BO,Ladderup Finance Limited
LADIAMO.BO,Turner Industries Limited
LAFFANSQ.BO,Laffans Petrochemicals Limited
LAHL.BO,Ladam Affordable Housing Limited
LAHOTIOV.BO,Lahoti Overseas Limited
LAKHOTIA.BO,Lakhotia Polyesters (India) Limited
LAKPRE.BO,Lakshmi Precision Screws Limited
LAKSELEC.BO,Lakshmi Electrical Control Systems Limited
LAKSHMIMIL.BO,The Lakshmi Mills Company Limited
LAL.BO,Lorenzini Apparels Limited
LALPATHLAB.BO,Dr. Lal PathLabs Limited
LAMBODHARA.BO,Lambodhara Textiles Limited
LANCER.BO,Lancer Container Lines Limited
LANCORHOL.BO,Lancor Holdings Limited
LANDMARC.BO,Landmarc Leisure Corporation Limited
LAOPALA.BO,La Opala RG Limited
LASA.BO,Lasa Supergenerics Limited
LATIMMETAL.BO,La Tim Metal & Industries Limited
LAURUSLABS.BO,Laurus Labs Limited
LAXMIMACH.BO,Lakshmi Machine Works Limited
LAXMIPATI.BO,LAXMIPATI ENGINEERING WORKS LI
LCCINFOTEC.BO,LCC INFOTECH LTD.
LEADFIN.BO,Lead Financial Services Limited
LEDOTEA.BO,Ledo Tea Company Limited
LEENEE.BO,Lee & Nee Softwares (Exports) Ltd.
LEHAR.BO,Lehar Footwears Limited
LEHIL.BO,Lotus Eye Hospital and Institute Limited
LELAVOIR.BO,LE LAVOIR LIMITED
LEMONTREE.BO,Lemon Tree Hotels Limited
LERTHAI.BO,LERTHAI FINANCE LIMITED
LESHAIND.BO,Lesha Industries Limited
LEX.BO,Lex Nimble Solutions Limited
LGBBROSLTD.BO,L.G. Balakrishnan & Bros Limited
LGBFORGE.BO,LGB Forge Limited
LIBERTSHOE.BO,Liberty Shoes Limited
LIBORD.BO,Libord Securities Limited
LIBORDFIN.BO,Libord Finance Limited
LICHSGFIN.BO,LIC Housing Finance Limited
LICNETFN50.BO,LIC MF ETF Nifty 50
LICNETFSEN.BO,LIC MF ETF Sensex
LICNFNHGP.BO,LIC MF ETF Nifty 100
LIKHAMI.BO,Likhami Consulting Limited
LIKHITHA.BO,Likhitha Infrastructure Limite
LIMECHM.BO,Lime Chemicals Limited
LINAKS.BO,Linaks Microelectronics Ltd
LINCOPH.BO,Lincoln Pharmaceuticals Limited
LINCPENQ.BO,Linc Pen & Plastics Limited
LINDEINDIA.BO,Linde India Limited
LINKPH.BO,Link Pharma Chem Limited
LIPPISYS.BO,Lippi Systems Limited
LKPFIN.BO,LKP Finance Limited
LKPSEC.BO,LKP Securities Limited
LLFICL.BO,Leading Leasing Finance And Investment Company Limited
LLOYDSME.BO,Lloyds Metals and Energy Limited
LLOYDSTEEL.BO,Lloyds Steels Industries Limited
LODHA.BO,Macrotech Developers Limited
LOHIASEC.BO,Lohia Securities Limited
LOKESHMACH.BO,Lokesh Machines Limited
LONTE.BO,Longview Tea Company Limited
LOOKS.BO,Looks Health Services Limited
LORDSCHLO.BO,Lords Chloro Alkali Limited
LORDSHOTL.BO,Lords Ishwar Hotels Limited
LOTUSCHO.BO,Lotus Chocolate Company Limited
LOVABLE.BO,Lovable Lingerie Limited
LOYAL.BO,Loyal Equipments Limited
LOYALTEX.BO,Loyal Textile Mills Limited
LPDC.BO,Landmark Property Development Company Limited
LT.BO,Larsen & Toubro Limited
LTI.BO,Larsen & Toubro Infotech Limited
LTTS.BO,L&T Technology Services Limited
LUDLOWJUT.BO,Ludlow Jute & Specialities Limited
LUHARUKA.BO,Luharuka Media & Infra Limited
LUMAXIND.BO,Lumax Industries Limited
LUMAXTECH.BO,Lumax Auto Technologies Limited
LUPIN.BO,Lupin Limited
LUXIND.BO,Lux Industries Limited
LWSKNIT.BO,LWS Knitwear Limited
LXCHEM.BO,Laxmi Organic Industries Limit
LXMIATO.BO,Lakshmi Automatic Loom Works Limited
LYKALABS.BO,Lyka Labs Limited
LYKISLTD.BO,Lykis Limited
LYPSAGEMS.BO,Lypsa Gems & Jewellery Limited
M100.BO,Motilal Oswal Midcap 100 ETF
M50.BO,Motilal Oswal M50 ETF
MAANALU.BO,Maan Aluminium Limited
MACINTR.BO,Macro International Limited
MACPLASQ.BO,Machino Plastics Limited
MADHAV.BO,Madhav Marbles and Granites Limited
MADHAVIPL.BO,Madhav Infra Projects Limited
MADHUCON.BO,Madhucon Projects Limited
MADHUDIN.BO,Madhusudan Industries Limited
MADHURIND.BO,Madhur Industries Limited
MADHUSE.BO,Madhusudan Securities Limited
MADHUVEER.BO,two
MADRASFERT.BO,Madras Fertilizers Limited
MAESGETF.BO,Mirae Asset Mutual Fund
MAFATIND.BO,Mafatlal Industries Limited
MAGADHSUGAR.BO,Magadh Sugar & Energy Limited
MAGMA.BO,Magma Fincorp Limited
MAGNAELQ.BO,Magna Electro Castings Limited
MAGNUM.BO,Magnum Ventures Limited
MAHAANF.BO,Mahaan Foods Limited
MAHABANK.BO,Bank of Maharashtra
MAHACORP.BO,Maharashtra Corporation Limited
MAHALXSE.BO,Mahalaxmi Seamless Limited
MAHANIN.BO,Mahan Industries Limited
MAHAPEXLTD.BO,Maha Rashtra Apex Corporation Limited
MAHASTEEL.BO,Mahamaya Steel Industries Limited
MAHAVIRIND.BO,Mahavir Industries Limited
MAHEPC.BO,MAHINDRA EPC IRRIGATION LIMITE
MAHESH.BO,Mahesh Developers Limited
MAHINDCIE.BO,Mahindra CIE Automotive Limited
MAHIP.BO,Mahip Industries Limited
MAHLIFE.BO,Mahindra Lifespace Developers Limited
MAHLOG.BO,Mahindra Logistics Limited
MAHSCOOTER.BO,Maharashtra Scooters Ltd.
MAHSEAMLES.BO,Maharashtra Seamless Limited
MAINFRA.BO,Maruti Infrastructure Limited
MAITHANALL.BO,Maithan Alloys Limited
MAITRI.BO,Maitri Enterprises Limited
MAJESAUT.BO,Majestic Auto Limited
MAKERSL.BO,Makers Laboratories Limited
MAL.BO,Meyer Apparel Limited
MALLCOM.BO,Mallcom (India) Limited
MALUPAPER.BO,Malu Paper Mills Limited
MAN50ETF.BO,Mirae Asset Mutual Fund
MANAKSIA.BO,Manaksia Limited
MANAKSTELTD.BO,Manaksia Steels Limited
MANALIPETC.BO,Manali Petrochemicals Limited
MANAPPURAM.BO,Manappuram Finance Limited
MANAS.BO,Manas Properties Limited
MANCREDIT.BO,Mangal Credit and Fincorp Limited
MANGALAM.BO,Mangalam Drugs & Organics Limited
MANGCHEFER.BO,Mangalore Chemicals & Fertilizers Limited
MANGIND.BO,Mangalam Industrial Finance Limited
MANGLMCEM.BO,Mangalam Cement Limited
MANGTIMBER.BO,Mangalam Timber Products Limited
MANINDS.BO,Man Industries (India) Limited
MANINFRA.BO,Man Infraconstruction Limited
MANJEERA.BO,Manjeera Constructions Limited
MANOMAY.BO,Manomay Tex India Limited
MANORAMA.BO,Manorama Industries Limited
MANORG.BO,Mangalam Organics Limited
MANSIFIN.BO,Mansi Finance (Chennai) Limited
MANUGRAPH.BO,Manugraph India Limited
MANXT50ETF.BO,Mirae Asset Mutual Fund
MARALOVER.BO,Maral Overseas Limited
MARATHON.BO,Marathon Nextgen Realty Limited
MARBU.BO,Martin Burn Limited
MARG.BO,MARG Limited
MARGOFIN.BO,Margo Finance Limited
MARICO.BO,Marico Limited
MARIS.BO,Maris Spinners Limited
MARKSANS.BO,Marksans Pharma Limited
MARSONS.BO,Marsons Limited
MARUTI.BO,Maruti Suzuki India Limited
MARUTISE.BO,Maruti Securities Limited
MASFIN.BO,MAS Financial Services Limited
MASL.BO,Max Alert Systems Limited
MASTEK.BO,Mastek Limited
MASTERTR.BO,Master Trust Limited
MATHEWE.BO,Mathew Easow Research Securities Limited
MATRIMONY.BO,Matrimony.com Limited
MAWANASUG.BO,Mawana Sugars Limited
MAXHEALTH.BO,Max Healthcare Institute Limit
MAXHEIGHTS.BO,Max Heights Infrastructure Limited
MAXIMAA.BO,Maximaa Systems Limited
MAXIMUS.BO,Maximus International Limited
MAXINDIA.BO,Max Healthcare Institute Limited
MAXVIL.BO,Max Ventures and Industries Limited
MAYUKH.BO,Mayukh Dealtrade Limited
MAYUR.BO,Mayur Leather Products Limited
MAYURFL.BO,Mayur Floorings Limited
MAYURUNIQ.BO,Mayur Uniquoters Limited
MAZDALTD.BO,Mazda Limited
MAZDOCK.BO,Mazagon Dock Shipbuilders Limi
MBECL.BO,McNally Bharat Engineering Company Limited
MBLINFRA.BO,MBL Infrastructures Limited
MCCHRLS-B.BO,Mac Charles (India) Limited
MCDHOLDING.BO,McDowell Holdings Limited
MCLEODRUSS.BO,McLeod Russel India Limited
MCLOUD.BO,MAGELLANIC CLOUD LIMITED
MCLTD.BO,MUNOTH COMMUNICATION LIMITED
MCX.BO,Multi Commodity Exchange of India Limited
MDRNSTL.BO,Modern Steels Limited
MEDICAMEQ.BO,Medicamen Biotech Limited
MEDICAPQ.BO,Medi-Caps Limited
MEDICO.BO,Medico Remedies Limited
MEDINOV.BO,Medinova Diagnostic Services Limited
MEERA.BO,Meera Industries Limited
MEFCOM.BO,Vishvas Projects Limited
MEFCOMCAP.BO,Mefcom Capital Markets Limited
MEGACOR.BO,Mega Corporation Limited
MEGASOFT.BO,Megasoft Limited
MEGASTAR.BO,Megastar Foods Limited
MEGH.BO,Meghmani Organics Limited
MEGLON.BO,Meglon Infra-Real (India) Limited
MEGRISOFT.BO,Megri Soft Limited
MEHAI.BO,Mehai Technology Limited
MEHIF.BO,Mehta Integrated Finance Limited
MEHSECU.BO,Mehta Securities Ltd.
MEHTAHG.BO,Mehta Housing Finance Limited
MEL.BO,Meenakshi Enterprises Limited
MELSTAR.BO,Melstar Information Technologies Limited
MENAMANI.BO,MENA MANI INDUSTRIES LIMITED
MENNPIS.BO,Menon Pistons Limited
MENONBE.BO,Menon Bearings Limited
MEP.BO,MEP Infrastructure Developers Limited
MERCANTILE.BO,Mercantile Ventures Limited
MERCATOR.BO,Mercator Limited
MERCURYLAB.BO,Mercury Laboratories Limited
MESCON.BO,Mideast Integrated Steels Limited
MESPHAR-B.BO,Mesco Pharmaceuticals Limited
METALCO.BO,Metal Coatings (India) Limited
METALFORGE.BO,Metalyst Forgings Limited
METROGLOBL.BO,MetroGlobal Limited
METROPOLIS.BO,Metropolis Healthcare Limited
METSL.BO,Maestros Electronics & Telecommunications Systems Limited
MFLINDIA.BO,MFL India Limited
MFSINTRCRP.BO,MFS Intercorp Limited
MFSL.BO,X Financial
MGL.BO,Mahanagar Gas Limited
MHEL.BO,Mewar Hi-Tech Engineering Limited
MHLXMIRU.BO,Mahalaxmi Rubtech Limited
MHRIL.BO,Mahindra Holidays & Resorts India Limited
MHSGRMS.BO,Mahasagar Travels Limited
MIC.BO,MIC Electronics Limited
MIDEASTP.BO,Mid East Portfolio Management Limited
MIDHANI.BO,Mishra Dhatu Nigam Limited
MIDINDIA.BO,Mid India Industries Limited
MIDINFRA.BO,Midas Infra Trade Limited
MIDWEST.BO,Midwest Gold Limited
MIL.BO,Medico Intercontinental Limite
MINAXI.BO,Minaxi Textiles Limited
MINDACORP.BO,Minda Corporation Limited
MINDAIND.BO,Minda Industries Limited
MINDSPACE.BO,Mindspace Business Parks REIT
MINDTECK.BO,Mindteck (India) Limited
MINDTREE.BO,Mindtree Limited
MINFY.BO,Mahaveer Infoway Limited
MINID.BO,Mini Diamonds (India) Limited
MINOLTAF.BO,Minolta Finance Limited
MIRCELECTR.BO,MIRC Electronics Limited
MIRZAINT.BO,Mirza International Limited
MISHKA.BO,Mishka Exim Limited
MISHTANN.BO,Mishtann Foods Limited
MISQUITA.BO,Misquita Engineering Limited
MITSHI.BO,Mitshi India Limited
MITSU.BO,Mitsu Chem Plast Limited
MIVENMACH.BO,Miven Machine Tools Limited
MJCO.BO,Majesco Limited
MKEXIM.BO,M.K. Exim (India) Limited
MKTCREAT.BO,Market Creators Limited
MLKFOOD.BO,Milkfood Limited
MMFL.BO,M M Forgings Limited
MMRUBBR-B.BO,M M Rubber Company Limited
MMTC.BO,MMTC Limited
MMWL.BO,Media Matrix Worldwide Limited
MNIL.BO,Mega Nirman & Industries Limited
MNKALCOLTD.BO,Manaksia Aluminium Company Limited
MNKCMILTD.BO,Manaksia Coated Metals & Industries Limited
MNPLFIN.BO,MANIPAL FINANCE CORPORATION LT
MODAIRY.BO,Modern Dairies Limited
MODCL.BO,Modern Converters Limited
MODERN.BO,Modern India Limited
MODEX.BO,Modex International Securities Limited
MODINATUR.BO,Modi Naturals Limited
MODINSU.BO,Modern Insulators Limited
MODIPON.BO,Modipon Limited
MODIRUBBER.BO,Modi Rubber Limited
MODISNME.BO,Modison Metals Limited
MODRNSH.BO,Modern Shares & Stockbrokers Limited
MODULEX.BO,MODULEX CONSTRUCTION TECHNOLOG
MODWOOL.BO,Modella Woollens Limited
MOHITE.BO,Mohite Industries Limited
MOHITIND.BO,Mohit Industries Limited
MOHITPPR.BO,Mohit Paper Mills Limited
MOHOTAIND.BO,Mohota Industries Limited
MOIL.BO,MOIL Limited
MOLDTEK.BO,Mold-Tek Technologies Limited
MOLDTEKPP.BO,Mold-Tek Packaging Limited
MOLDTKPAC.BO,Mold-Tek Packaging Limited
MONARCH.BO,two
MONEYBOXX.BO,one
MONGIPA.BO,Moongipa Capital Finance Limited
MONIND.BO,MONIND LIMITED
MONOT.BO,Monotype India Limited
MONTECARLO.BO,Monte Carlo Fashions Limited
MORARJEE.BO,Morarjee Textiles Limited
MORARKFI.BO,Morarka Finance Limited
MOREPENLAB.BO,Morepen Laboratories Limited
MORGAN.BO,Morgan Ventures Limited
MORGANITE.BO,Morganite Crucible (India) Limited
MOSCHIP.BO,MosChip Technologies Limited
MOTHERSUMI.BO,Motherson Sumi Systems Limited
MOTILALOFS.BO,Motilal Oswal Financial Services Limited
MOTOGENFIN.BO,The Motor & General Finance Limited
MOUNT.BO,MOUNT HOUSING AND INFRASTRUCTU
MOUNTSHIQ.BO,Mount Shivalik Industries Limited
MPAGI.BO,M P Agro Industries Limited
MPDL.BO,MPDL LIMITED
MPFSL.BO,MPF Systems Limited
MPHASIS.BO,Mphasis Limited
MPILCORPL.BO,MPIL Corporation Limited
MPL.BO,MPL Plastics Limited
MPSLTD.BO,MPS Limited
MRCEXIM.BO,MRC Exim Limited
MRF.BO,MRF Limited
MRP.BO,MRP Agro Limited
MRPL.BO,Mangalore Refinery and Petrochemicals Limited
MRSS.BO,Majestic Research Services and Solutions Limited
MSCTC.BO,Mardia Samyoung Capillary Tubes Company Limited
MSL.BO,Mangalam Seeds Limited
MSPL.BO,MSP Steel & Power Limited
MSRINDIA.BO,MSR India Limited
MSTC.BO,MSTC Limited
MTARTECH.BO,MTAR Technologies Limited
MTEDUCARE.BO,MT Educare Limited
MTNL.BO,one
MTPL.BO,Marg Techno-Projects Limited
MUDUNURU.BO,Mudunuru Limited
MUKANDENGG.BO,Mukand Engineers Limited
MUKANDLTD.BO,Mukand Limited
MUKATPIP.BO,Mukat Pipes Limited
MUKESHB.BO,Mukesh Babu Financial Services Limited
MUKTA.BO,Mukta Agriculture Limited
MUKTAARTS.BO,Mukta Arts Limited
MUL.BO,Mauria Udyog Limited
MULLER.BO,Muller & Phipps (India) Limited
MULTIBASE.BO,Multibase India Limited
MUNJALAU.BO,Munjal Auto Industries Limited
MUNJALSHOW.BO,Munjal Showa Limited
MUNOTHFI.BO,Munoth Financial Services Limited
MURUDCERA.BO,Murudeshwar Ceramics Ltd.
MUTHOOTFIN.BO,Muthoot Finance Limited
MUTHTFN.BO,Muthoot Capital Services Limited
MUZALI.BO,MUZALI ARTS LIMITED
MYSORPETRO.BO,Mysore Petro Chemicals Limited
MYSTICELE.BO,Mystic Electronics Limited
N100.BO,Motilal Oswal NASDAQ 100 ETF
NACLIND.BO,NACL Industries Limited
NAGARFERT.BO,Nagarjuna Fertilizers and Chemicals Limited
NAGPI.BO,Nagpur Power and Industries Limited
NAGREEKCAP.BO,Nagreeka Capital & Infrastructure Ltd.
NAGREEKEXP.BO,Nagreeka Exports Limited
NAGTECH.BO,Nagarjuna Agri-Tech Limited
NAHARCAP.BO,Nahar Capital and Financial Services Limited
NAHARINDUS.BO,Nahar Industrial Enterprises Limited
NAHARPOLY.BO,Nahar Poly Films Limited
NAHARSPING.BO,Nahar Spinning Mills Ltd
NALINLEA.BO,Nalin Lease Finance Limited
NAM.BO,Nam Securities Limited
NARAYANI.BO,Narayani Steels Limited
NARBADA.BO,Narbada Gems and Jewellery Limited
NARMP.BO,Narmada Macplast Drip Irrigation Systems Ltd.
NARPROP.BO,Narendra Properties Limited
NATCAPSUQ.BO,Natural Capsules Limited
NATCOPHARM.BO,NATCO Pharma Limited
NATFIT.BO,National Fittings Limited
NATHBIOGEN.BO,Nath Bio-Genes (India) Limited
NATHIND.BO,NATH INDUSTRIES LIMITED
NATHUEC.BO,Natura Hue Chem Limited
NATIONALUM.BO,National Aluminium Company Limited
NATIONSTD.BO,National Standard (India) Limited
NATNLSTEEL.BO,National Steel and Agro Industries Limited
NATPEROX.BO,National Peroxide Limited
NATPLAS.BO,National Plastic Industries Limited
NATPLASTI.BO,National Plastic Technologies Limited
NATPLY.BO,National Plywood Industries Limited
NATRAJPR.BO,Natraj Proteins Limited
NAUKRI.BO,Info Edge (India) Limited
NAVBLDR.BO,Navkar Builders Limited
NAVIGANT.BO,Navigant Corporate Advisors Limited
NAVINFLUOR.BO,Navin Fluorine International Limited
NAVKARCORP.BO,Navkar Corporation Limited
NAVKETAN.BO,Navketan Merchants Limited
NAVNETEDUL.BO,Navneet Education Limited
NAYSAA.BO,Naysaa Securities Limited
NAZARA.BO,Nazara Technologies Limited
NBCC.BO,NBCC (India) Limited
NBFOOT.BO,N B Footwear Limited
NBVENTURES.BO,Nava Bharat Ventures Limited
NCC.BO,NCC Limited
NCCBLUE.BO,NCC Bluewater Products Limited
NCLIND.BO,NCL Industries Limited
NCLRESE.BO,NCL Research & Financial Services Limited
NDASEC.BO,NDA Securities Limited
NDL.BO,Nandan Denim Limited
NDRAUTO.BO,one
NDTV.BO,New Delhi Television Limited
NEAGI.BO,Neelamalai Agro Industries Limited
NECCLTD.BO,North Eastern Carrying Corporation Limited
NECLIFE.BO,Nectar Lifesciences Limited
NEELKAN.BO,Neelkanth Rockminerals Limited
NEERAJ.BO,Neeraj Paper Marketing Limited
NEGOTIUM.BO,Negotium International Trade Limited
NEH.BO,NEL HOLDINGS SOUTH LIMITED
NEIL.BO,Neil Industries Limited
NELCAST.BO,Nelcast Limited
NELCO.BO,Nelco Limited
NEOGEN.BO,Neogen Chemicals Limited
NEOINFRA.BO,Neo Infracon Limited
NESCO.BO,Nesco Limited
NESTLEIND.BO,Nestle India Limited
NETFNIF100.BO,NIPPON INDIA ETF NIFTY 100
NETFSENSEX.BO,NIPPON INDIA ETF SENSEX
NETFSNX150.BO,NIPPON INDIA ETF SENSEX NEXT 5
NETLINK.BO,Netlink Solutions (India) Limited
NETPIX.BO,Net Pix Shorts Digital Media L
NETRIPPLES.BO,Netripples Software Limited
NETTLINX.BO,Nettlinx Limited
NETWORK18.BO,two
NEULANDLAB.BO,Neuland Laboratories Limited
NEWGEN.BO,Newgen Software Technologies Limited
NEWLIGHT.BO,New Light Apparels Limited
NEXTMEDIA.BO,Next Mediaworks Limited
NEXUSSURGL.BO,NEXUS SURGICAL AND MEDICARE LI
NFL.BO,National Fertilizers Limited
NGIL.BO,NAKODA GROUP OF INDUSTRIES LIM
NGIND.BO,N G Industries LTD
NGLFINE.BO,NGL Fine-Chem Limited
NH.BO,Narayana Hrudayalaya Limited
NHCFOODS.BO,NHC Foods Limited
NHPC.BO,NHPC Limited
NIACL.BO,The New India Assurance Company Limited
NIBE.BO,NIBE LIMITED
NIBL.BO,NRB Industrial Bearings Limited
NICCOPAR.BO,Nicco Parks & Resorts Limited
NICCOUCO.BO,Nicco Uco Alliance Credit Limited
NIDL.BO,Narendra Investments (Delhi) Limited
NIEHSPD.BO,Nippon India Mutual Fund
NIEHSPG.BO,Nippon India Mutual Fund
NIEHSPH.BO,Nippon India Mutual Fund
NIEHSPI.BO,Nippon India Mutual Fund
NIEHSPJ.BO,Nippon India Mutual Fund
NIESSPC.BO,Nippon India Mutual Fund
NIESSPE.BO,Nippon India Mutual Fund
NIESSPJ.BO,Nippon India Mutual Fund
NIESSPL.BO,Nippon India Mutual Fund
NIESSPM.BO,Nippon India Mutual Fund
NIFTYBEES.BO,Nippon India ETF Nifty BeES
NIFTYEES.BO,Edelweiss ETF - Nifty 50
NIHARINF.BO,Nihar Info Global Limited
NIITLTD.BO,NIIT Limited
NIKHILAD.BO,Nikhil Adhesives Limited
NIKKIGL.BO,Nikki Global Finance Limited
NIKSTECH.BO,Niks Technology Limited
NILA.BO,Nila Infrastructures Limited
NILACHAL.BO,Nilachal Refractories Limited
NILASPACES.BO,Nila Spaces Ltd
NILE.BO,Nile Limited
NILKAMAL.BO,Nilkamal Limited
NIMBSPROJ.BO,Nimbus Projects Limited
NINSYS.BO,NINtec Systems Limited
NIOSAD.BO,Reliance Mutual Fund
NIOSAG.BO,Reliance Mutual Fund
NIPPOBATRY.BO,Indo National Limited
NIRAJ.BO,Niraj Cement Structurals Limited
NIRAVCOM.BO,Nirav Commercials Limited
NIRLON.BO,Nirlon Limited
NITCO.BO,NITCO Limited
NITINCAST.BO,Nitin Castings Limited
NITINFIRE.BO,Nitin Fire Protection Industries Limited
NITINSPIN.BO,Nitin Spinners Limited
NITTAGELA.BO,Nitta Gelatin India Limited
NIVAKA.BO,NIVAKA FASHIONS LIMITED
NIYOGIN.BO,Niyogin Fintech Limited
NKIND.BO,N.K Industries Limited
NLCINDIA.BO,NLC India Limited
NMDC.BO,NMDC Limited
NMSRESRC.BO,NMS RESOURCES GLOBAL LIMITED
NNTL.BO,N2N Technologies Limited
NOCIL.BO,NOCIL Limited
NOGMIND.BO,Neogem India Limited
NOIDATOLL.BO,Noida Toll Bridge Company Limited
NOL.BO,National Oxygen Limited
NORRIS.BO,Norris Medicines Limited
NORTHLINK.BO,Northlink Fiscal and Capital Services Limited
NOUVEAU.BO,Nouveau Global Ventures Limited
NOVAPUB.BO,Nova Publications India Limited
NOVARTIND.BO,Novartis India Limited
NOVATEOR.BO,Novateor Research Laboratories
NOVIS.BO,Nova Iron & Steel Limited
NPRFIN.BO,NPR Finance Limited
NRAGRINDQ.BO,N R Agarwal Industries Limited
NRBBEARING.BO,NRB Bearings Limited
NSIL.BO,Nalwa Sons Investments Limited
NSL.BO,Northern Spirits Limited
NTCIND.BO,ntc industries limited
NTL.BO,Neueon Towers Limited
NTPC.BO,NTPC Limited
NUCLEUS.BO,Nucleus Software Exports Limited
NURECA.BO,Nureca Limited
NUTECGLOB.BO,Nutech Global Limited
NUTRA.BO,Nutraplus India Limited
NUTRICIRCLE.BO,Nutricircle Limited
NXTDIGITAL.BO,NXTDIGITAL LIMITED
NYSSACORP.BO,Nyssa Corporation Limited
OAL.BO,ORIENTAL AROMATICS LIMITED
OASISEC.BO,Oasis Securities Limited
OBCL.BO,Orissa Bengal Carrier Limited
OBEROIRLTY.BO,Oberoi Realty Limited
OBIL.BO,Oceanaa Biotek Industries Limited
OCEANIC.BO,Oceanic Foods Limited
OCTAVE.BO,Perfect Octave Media Projects Limited
OCTAWARE.BO,Octaware Technologies Limited
ODYCORP.BO,Odyssey Corporation Limited
ODYSSEY.BO,Odyssey Technologies Limited
OFSS.BO,Oracle Financial Services Software Limited
OIL.BO,Oil India Limited
OILCOUNTUB.BO,Oil Country Tubular Limited
OISL.BO,OCL Iron and Steel Limited
OKPLA.BO,OK Play India Limited
OLECTRA.BO,OLECTRA GREENTECH LIMITED
OLPCL.BO,Olympic Cards Limited
OLYMPTX.BO,Olympia Industries Limited
OLYOI.BO,Olympic Oil Industries Limited
OMANSH.BO,Omansh Enterprises Limited
OMAXAUTO.BO,Omax Autos Limited
OMAXE.BO,Omaxe Limited
OMINFRAL.BO,OM INFRA LIMITED
OMKAR.BO,Omkar Overseas Limited
OMKARCHEM.BO,Omkar Speciality Chemicals Limited
OMKARPH.BO,OMKAR PHARMACHEM LTD.
OMNIAX.BO,Omni Ax's Software Limited
OMNITEX.BO,Omnitex Industries (India) Limited
ONEGLOBAL.BO,one
ONELIFECAP.BO,one
ONGC.BO,Oil and Natural Gas Corporation Limited
ONMOBILE.BO,OnMobile Global Limited
ONTIC.BO,Ontic Finserve Limited
ONWARDTEC.BO,Onward Technologies Limited
OONE.BO,one
OPCHAINS.BO,O. P. Chains Limited.
OPTIEMUS.BO,Optiemus Infracom Limited
OPTIFIN.BO,Optimus Finance Limited
OPTOCIRCUI.BO,Opto Circuits (India) Limited
ORACLECR.BO,Oracle Credit Limited
ORBTEXP.BO,Orbit Exports Limited
ORCHIDPHAR.BO,Orchid Pharma Limited
ORGCOAT.BO,Organic Coatings Limited
ORIBEVER.BO,Orient Beverages Limited
ORICON.BO,Oricon Enterprises Limited
ORIENTABRA.BO,Orient Abrasives Limited
ORIENTALTL.BO,Oriental Trimex Limited
ORIENTBELL.BO,Orient Bell Limited
ORIENTCEM.BO,Orient Cement Limited
ORIENTCQ.BO,Oriental Carbon & Chemicals Limited
ORIENTELEC.BO,Orient Electric Limited
ORIENTHOT.BO,Oriental Hotels Limited
ORIENTLTD.BO,Orient Press Limited
ORIENTPPR.BO,Orient Paper & Industries Limited
ORIENTREF.BO,Orient Refractories Limited
ORIENTTR.BO,Orient Tradelink Limited
ORIRAIL.BO,ORIENTAL RAIL INFRASTRUCTURE L
ORISSAMINE.BO,The Orissa Minerals Development Company Limited
ORTEL.BO,Ortel Communications Limited
ORTINLAABS.BO,Ortin Laboratories Limited
OSCARGLO.BO,Oscar Global Limited
OSIAJEE.BO,Osiajee Texfab Limited
OSWALAGRO.BO,Oswal Agro Mills Limited
