Scrip Name,ISIN No,ISIN Reinvestment,Instrument Type
ICICI Prudential Value Fund - Series 4 Direct Plan Cumulative Option,INF109KA1TR6,,Mutual Fund
ICICI Prudential Value Fund - Series 4 Direct Plan Dividend,INF109KA1TS4,,Mutual Fund
ICICI Prudential Value Fund - Series 5Cumulative Option,INF109KA1J00,,Mutual Fund
ICICI Prudential Value Fund - Series 5 Direct Plan Cumulative Option,INF109KA1J26,,Mutual Fund
ICICI Prudential Value Fund - Series 5 Direct Plan Dividend Option,INF109KA1J34,,Mutual Fund
ICICI Prudential Value Fund - Series 5 Dividend Option,INF109KA1J18,,Mutual Fund
ICICI Prudential Value Fund - Series 6Cumulative Option,INF109KB1557,,Mutual Fund
ICICI Prudential Value Fund - Series 6Dividend Option,INF109KB1565,,Mutual Fund
ICICI Prudential Value Fund - Series 6 Direct Plan Cumulative Option,INF109KB1573,,Mutual Fund
ICICI Prudential Value Fund - Series 6 Direct Plan Dividend Option,INF109KB1581,,Mutual Fund
ICICI Prudential Value Fund - Series 7 Direct Plan Dividend Option,INF109KB1EW7,,Mutual Fund
ICICI Prudential Value Fund - Series 7 Dividend Option,INF109KB1EU1,,Mutual Fund
ICICI Prudential Value Fund - Series 8 Direct Plan Dividend Option,INF109KC1JK0,,Mutual Fund
ICICI Prudential Value Fund - Series 8 Dividend Option,INF109KC1JJ2,,Mutual Fund
ICICI Prudential Value Fund - Series 9 - Cumulative Option,INF109KB1I25,,Mutual Fund
ICICI Prudential Value Fund - Series 9 - Direct Plan - Cumulative Option,INF109KB1I41,,Mutual Fund
ICICI Prudential Value Fund - Series 9 - Direct Plan - Dividend Option,INF109KB1I58,,Mutual Fund
ICICI Prudential Value Fund - Series 9 - Dividend Option,INF109KB1I33,,Mutual Fund
Kotak Mahindra Mutual Fund,,,Mutual Fund
Kotak India Gorwth Fund - Series I - Direct Plan - Dividend,INF174K01P57,,Mutual Fund
Kotak India Gorwth Fund - Series I - Direct Plan - Growth,INF174K01P40,,Mutual Fund
Kotak India Gorwth Fund - Series I - Regular Plan - Dividend,INF174K01P32,,Mutual Fund
Kotak India Gorwth Fund - Series I - Regular Plan - Growth,INF174K01P24,,Mutual Fund
Kotak India Growth Fund Series 4 - Regular Plan- Growth option,INF174KA1GD3,,Mutual Fund
Kotak India Growth Fund Series 4-Direct Plan - Growth Option,INF174KA1GF8,,Mutual Fund
Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option,INF174KA1GG6,,Mutual Fund
Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option,INF174KA1GE1,,Mutual Fund
Kotak India Growth Fund Series 5-Direct PLan-ayout of Income Distribution cum capital withdrawal option,INF174K014X0,,Mutual Fund
Kotak India Growth Fund Series 5-Direct Plan-Growth Option,INF174K013X2,,Mutual Fund
Kotak India Growth Fund Series 5-Regular Plan-ayout of Income Distribution cum capital withdrawal option,INF174K012X4,,Mutual Fund
Kotak India Growth Fund Series 5-Regular Plan-Growth Option,INF174K011X6,,Mutual Fund
Kotak India Growth Fund Series 7 - Direct Plan - Growth Option,INF174KA1525,,Mutual Fund
Kotak India Growth Fund Series 7 - Regular Plan - ayout of Income Distribution cum capital withdrawal option,INF174KA1517,,Mutual Fund
Kotak India Growth Fund Series 7 - Regular Plan - Growth Option,INF174KA1509,,Mutual Fund
Kotak India Growth Fund Series 7 -Direct Plan-ayout of Income Distribution cum capital withdrawal option,INF174KA1533,,Mutual Fund
Nippon India Mutual Fund,,,Mutual Fund
Nippon India Capital Builder Fund IV - Series B - Direct Plan - Growth Option,INF204KB1RU7,,Mutual Fund
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - DIRECT Plan - IDCW Option,INF204KB1RV5,,Mutual Fund
Nippon India Capital Builder Fund IV - Series B - Growth Option,INF204KB1RS1,,Mutual Fund
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - IDCW Option,INF204KB1RT9,,Mutual Fund
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Dividend Payout Option,INF204KB1RR3,,Mutual Fund
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Growth Option,INF204KB1RQ5,,Mutual Fund
Nippon India Capital Builder Fund IV- Series A- Dividend Payout Option,INF204KB1RP7,,Mutual Fund
Nippon India Capital Builder Fund IV- Series A- Growth Option,INF204KB1RO0,,Mutual Fund
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Dividend Payout Option,INF204KB1ST7,,Mutual Fund
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Growth Option,INF204KB1SS9,,Mutual Fund
Nippon India Capital Builder Fund IV- Series C- Dividend Payout Option,INF204KB1SR1,,Mutual Fund
Nippon India Capital Builder Fund IV- Series C- Growth Option,INF204KB1SQ3,,Mutual Fund
Nippon India Capital Builder Fund IV- Series D- Direct Plan- Growth Option,INF204KB1TI8,,Mutual Fund
Nippon India Capital Builder Fund IV- Series D- Direct Plan-Dividend Payout Option,INF204KB1TJ6,,Mutual Fund
Nippon India Capital Builder Fund IV- Series D- Dividend Payout Option,INF204KB1TH0,,Mutual Fund
Nippon India Capital Builder Fund IV- Series D- Growth Option,INF204KB1TG2,,Mutual Fund
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option,INF204KB1UH8,,Mutual Fund
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option,INF204KB1UF2,,Mutual Fund
Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option,INF204KB1UG0,,Mutual Fund
Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option,INF204KB1UE5,,Mutual Fund
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - DIRECT Plan - IDCW Option,INF204KB1I57,,Mutual Fund
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - IDCW Option,INF204KB1I32,,Mutual Fund
Nippon India India Opportunities Fund - Series A - Direct Plan - Growth Option,INF204KB1I40,,Mutual Fund
Nippon India India Opportunities Fund - Series A - Growth Option,INF204KB1I24,,Mutual Fund
Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option,INF204KA1ZJ4,,Mutual Fund
Reliance Capital Builder Fund II - Series B - Direct Plan - Growth Option,INF204KA1ZI6,,Mutual Fund
Reliance Capital Builder Fund II - Series B - Dividend Payout Option,INF204KA1ZH8,,Mutual Fund
Reliance Capital Builder Fund II - Series B - Growth Option,INF204KA1ZG0,,Mutual Fund
Reliance Capital Builder Fund II - Series C - Direct Plan - Dividend Payout Option,INF204KA1F86,,Mutual Fund
Reliance Capital Builder Fund II - Series C - Direct Plan - Growth Option,INF204KA1F78,,Mutual Fund
Reliance Capital Builder Fund II - Series C - Dividend Payout Option,INF204KA1F60,,Mutual Fund
Reliance Capital Builder Fund II - Series C - Growth Option,INF204KA1F52,,Mutual Fund
Reliance Capital Builder Fund II- Series A- Direct Plan-Dividend Payout Option,INF204KA1YL3,,Mutual Fund
Reliance Capital Builder Fund II- Series A- Direct Plan-Growth Option,INF204KA1YK5,,Mutual Fund
Reliance Capital Builder Fund II- Series A- Dividend Payout Option,INF204KA1YJ7,,Mutual Fund
Reliance Capital Builder Fund II- Series A- Growth Option,INF204KA1YI9,,Mutual Fund
Reliance Capital Builder Fund III - Series A - Direct Plan - Dividend Payout Option,INF204KA16D0,,Mutual Fund
Reliance Capital Builder Fund III - Series A - Direct Plan - Growth Option,INF204KA15D2,,Mutual Fund
Reliance Capital Builder Fund III - Series A - Dividend Payout Option,INF204KA14D5,,Mutual Fund
Reliance Capital Builder Fund III - Series A - Growth Option,INF204KA13D7,,Mutual Fund
Reliance Capital Builder Fund- Series A- Direct Plan- Dividend Payout Opotion,INF204KA1RY0,,Mutual Fund
Reliance Capital Builder Fund- Series A- Direct Plan- Growth Option,INF204KA1RX2,,Mutual Fund
Reliance Capital Builder Fund- Series A- Dividend Payout Option,INF204KA1RW4,,Mutual Fund
Reliance Capital Builder Fund- Series A- Growth Option,INF204KA1RV6,,Mutual Fund
Reliance Capital Builder Fund- Series B- Direct Plan- Dividend Payout Option,INF204KA1SW2,,Mutual Fund
Reliance Capital Builder Fund- Series B- Direct Plan- Growth Opiton,INF204KA1SV4,,Mutual Fund
Reliance Capital Builder Fund- Series B- Dividend Payout Option,INF204KA1SU6,,Mutual Fund
Reliance Capital Builder Fund- Series B- Growth Option,INF204KA1ST8,,Mutual Fund
Reliance Capital Builder Fund- Series C- Direct Plan- Dividend Payout Option,INF204KA1UE6,,Mutual Fund
Reliance Capital Builder Fund- Series C- Direct Plan- Growth Option,INF204KA1UD8,,Mutual Fund
Reliance Capital Builder Fund- Series C- Dividend Payout Option,INF204KA1UC0,,Mutual Fund
Reliance Capital Builder Fund- Series C- Growth Option,INF204KA1UB2,,Mutual Fund
Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option,INF204K018R7,,Mutual Fund
Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option,INF204K017R9,,Mutual Fund
Reliance Close Ended Equity Fund - Series A - Dividend Payout Option,INF204K016R1,,Mutual Fund
Reliance Close Ended Equity Fund - Series A - Growth Option,INF204K015R3,,Mutual Fund
Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option,INF204K012S8,,Mutual Fund
Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option,INF204K011S0,,Mutual Fund
Reliance Close Ended Equity Fund - Series B - Dividend Payout Option,INF204K010S2,,Mutual Fund
Reliance Close Ended Equity Fund - Series B - Growth Option,INF204K019R5,,Mutual Fund
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,INF204KA1OW1,,Mutual Fund
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option,INF204KA1OV3,,Mutual Fund
Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,INF204KA1OU5,,Mutual Fund
Reliance Close Ended Equity Fund II- Series A- Growth Option,INF204KA1OT7,,Mutual Fund
SBI Mutual Fund,,,Mutual Fund
SBI EQUITY OPPORTUNITIES FUND -SERIES IV - REGULAR PLAN - GROWTH,INF200KA1GP5,,Mutual Fund
SBI EQUITY OPPORTUNITIES FUND - SERIES IV - DIRECT PLAN - GROWTH,INF200KA1GN0,,Mutual Fund
SBI Equity Opportunities Fund-Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1GO8,,Mutual Fund
SBI Equity Opportunities Fund-Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1GQ3,,Mutual Fund
UTI Mutual Fund,,,Mutual Fund
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option,INF789FC1Q55,,Mutual Fund
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option,INF789FC1Q63,,Mutual Fund
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option,INF789FC1Q30,,Mutual Fund
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option,INF789FC1Q48,,Mutual Fund
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - DividendOption,INF789FC1T37,,Mutual Fund
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Growth Option,INF789FC1T45,,Mutual Fund
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Dividend Option,INF789FC1T11,,Mutual Fund
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Growth Option,INF789FC1T29,,Mutual Fund
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Dividend Option,INF789FC1X15,,Mutual Fund
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Growth Option,INF789FC1X23,,Mutual Fund
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Dividend Option,INF789FC1W99,,Mutual Fund
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Growth Option,INF789FC1X07,,Mutual Fund
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option,INF789FC12G8,,Mutual Fund
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW,INF789FC11G0,,Mutual Fund
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option,INF789FC10G2,,Mutual Fund
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW,INF789FC19F5,,Mutual Fund
UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option,INF789FC18D2,,Mutual Fund
UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW,INF789FC17D4,,Mutual Fund
UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option,INF789FC16D6,,Mutual Fund
UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW,INF789FC15D8,,Mutual Fund
Close Ended Schemes (Income),,,Mutual Fund
Aditya Birla Sun Life Mutual Fund,,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Growth Option,INF209KB11Y4,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Payout of IDCW Option,INF209KB12Y2,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Growth Option,INF209KB19X9,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Payout of IDCW Option,INF209KB10Y6,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Growth Option,INF209KB15Y5,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Payout of IDCW Option,INF209KB16Y3,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Growth Option,INF209KB13Y0,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Payout of IDCW Option,INF209KB14Y8,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Growth Option,INF209KB13Z7,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Payout of IDCW Option,INF209KB14Z5,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Growth Option,INF209KB11Z1,,Mutual Fund
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Payout of IDCW Option,INF209KB12Z9,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option,INF209KB12A2,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option,INF209KB13A0,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option,INF209KB10A6,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option,INF209KB11A4,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option,INF209KB16A3,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option,INF209KB17A1,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option,INF209KB14A8,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option,INF209KB15A5,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option,INF209KB14H3,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option,INF209KB12H7,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option,INF209KB13H5,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,INF209KB18P7,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option,INF209KB17P9,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option,INF209KB16P1,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option,INF209KB18S1,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option,INF209KB19S9,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option,INF209KB16S5,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option,INF209KB17S3,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option,INF209KB13V6,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option,INF209KB14V4,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option,INF209KB11V0,,Mutual Fund
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option,INF209KB12V8,,Mutual Fund
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW,INF209K01YP5,,Mutual Fund
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan,INF209K01HN5,,Mutual Fund
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW,INF209K01HR6,INF209K01HS4,Mutual Fund
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW,INF209K01HO3,INF209K01HP0,Mutual Fund
Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan,INF209K01YQ3,,Mutual Fund
Axis Mutual Fund,,,Mutual Fund
Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth,INF846K018O8,,Mutual Fund
Axis Fixed Term Plan - Series 112 (1143 Days) - RegularPlan - Growth,INF846K011P0,,Mutual Fund
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -Half Yearly IDCW Payout,INF846K013P6,,Mutual Fund
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout,INF846K012P8,,Mutual Fund
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth,INF846K011Q8,,Mutual Fund
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW,INF846K012Q6,,Mutual Fund
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth,INF846K014Q2,,Mutual Fund
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW,INF846K016Q7,,Mutual Fund
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW,INF846K015Q9,,Mutual Fund
Axis Fixed Term Plan - Series 120 (91 Days) - Direct Plan - Growth,INF846K018U5,,Mutual Fund
Axis Fixed Term Plan - Series 120 (91 Days) - Direct Plan - QuarterlyIDCW,INF846K019U3,,Mutual Fund
Axis Fixed Term Plan - Series 120 (91 Days) - Regular Plan - Growth,INF846K015U1,,Mutual Fund
Axis Fixed Term Plan - Series 120 (91 Days) - Regular Plan - Quarterly IDCW,INF846K017U7,,Mutual Fund
Bandhan Mutual Fund,,,Mutual Fund
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days),INF194KB1793,,Mutual Fund
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days),INF194KB1777,,Mutual Fund
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days),INF194KB1769,,Mutual Fund
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days),INF194KB1736,,Mutual Fund
IDFC Fixed Term Plan Series 167 REGULAR PLAN HALF YEARLY-IDCW (1202 days),INF194KB1298,,Mutual Fund
IDFC Fixed Term Plan Series 167 REGULAR PLAN QUARTERLY-IDCW (1202 days),INF194KB1280,,Mutual Fund
IDFC Fixed Term Plan Series 167 REGULAR PLAN-GROWTH (1202 days),INF194KB1272,,Mutual Fund
Canara Robeco Mutual Fund,,,Mutual Fund
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION,INF760K01JI3,,Mutual Fund
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01JJ1,,Mutual Fund
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION,INF760K01JK9,,Mutual Fund
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01JL7,,Mutual Fund
DSP Mutual Fund,,,Mutual Fund
DSP FMP Series - 264 - 60M - 17D - Direct - Growth,INF740KA1QH8,,Mutual Fund
DSP FMP Series - 264 - 60M - 17D - Direct - IDCW,INF740KA1QI6,INF740KA1QJ4,Mutual Fund
DSP FMP Series - 264 - 60M - 17D - Regular - IDCW,INF740KA1QF2,INF740KA1QG0,Mutual Fund
DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth,INF740KA1QE5,,Mutual Fund
DSP FMP Series - 267 - 1246 Days - Direct - Growth,INF740KA1RI4,,Mutual Fund
DSP FMP Series - 267 - 1246 Days - Direct - IDCW,INF740KA1RK0,INF740KA1RJ2,Mutual Fund
DSP FMP Series - 267 - 1246 Days - Regular - Growth,INF740KA1RF0,,Mutual Fund
DSP FMP Series - 267 - 1246 Days - Regular - IDCW,INF740KA1RH6,INF740KA1RG8,Mutual Fund
DSP FMP Series - 268 - 1281 Days - Direct - Growth,INF740KA1RO2,,Mutual Fund
DSP FMP Series - 268 - 1281 Days - Direct - IDCW,INF740KA1RQ7,INF740KA1RP9,Mutual Fund
DSP FMP Series - 268 - 1281 Days - Regular - Growth,INF740KA1RL8,,Mutual Fund
DSP FMP Series - 268 - 1281 Days - Regular - IDCW,INF740KA1RN4,INF740KA1RM6,Mutual Fund
DSP FMP Series - 270 - 1144 Days - Direct - Growth,INF740KA1SN2,,Mutual Fund
DSP FMP Series - 270 - 1144 Days - Direct - IDCW,INF740KA1SO0,INF740KA1SP7,Mutual Fund
DSP FMP Series - 270 - 1144 Days - Regular - Growth,INF740KA1SK8,,Mutual Fund
DSP FMP Series - 270 - 1144 Days - Regular - IDCW,INF740KA1SL6,INF740KA1SM4,Mutual Fund
Franklin Templeton Mutual Fund,,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Dividend,INF090I01LT2,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth,INF090I01LS4,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan A (1108 days) - Growth - Direct,INF090I01LV8,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Dividend,INF090I01MC6,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Direct - Growth,INF090I01MB8,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Dividend,INF090I01LZ9,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Growth,INF090I01LY2,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend,INF090I01MA0,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 1 - Plan B (1104 days) - Quarterly Dividend - Direct,INF090I01MD4,,Mutual Fund
Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct,INF090I01PV9,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth,INF090I01PS5,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct,INF090I01PW7,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct,INF090I01PX5,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days - IDCW,INF090I01PT3,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 4 - Plan D 1098 days -QTR - IDCW,INF090I01PU1,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth,INF090I01QQ7,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct,INF090I01QT1,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days - IDCW,INF090I01QR5,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 5 - Plan B 1244 days -QTR - IDCW,INF090I01QS3,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth,INF090I01RI2,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 5- Plan E (1224 days)- Growth- Direct,INF090I01RL6,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - Direct - IDCW,INF090I01RM4,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - IDCW,INF090I01RJ0,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days - QTR Direct - IDCW,INF090I01RN2,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 5 - Plan E 1224 days -QTR - IDCW,INF090I01RK8,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Growth,INF090I01SG4,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct,INF090I01SL4,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct,INF090I01SK6,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Growth- Direct,INF090I01SJ8,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days - IDCW,INF090I01SH2,,Mutual Fund
Franklin India Fixed Maturity Plans-Series 6 - Plan C 1169 days -QTR - IDCW,INF090I01SI0,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - Direct - IDCW,INF090I01OE8,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - IDCW,INF090I01OB4,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days - QTR Direct - IDCW,INF090I01OF5,,Mutual Fund
Franklin India Fixed Maturity Plans - Series 3 - Plan E 1104 days -QTR - IDCW,INF090I01OC2,,Mutual Fund
Franklin India Fixed Maturity Plans -series 3- Plan E (1104) days- Growth -Direct,INF090I01OD0,,Mutual Fund
Franklin India Fixed Maturity Plans- series 3- Plan E (1104) days- Growth,INF090I01OA6,,Mutual Fund
Franklin India Fixed Maturity Plans Series 4 Plan C (1098 days) -Growth -Direct,INF090I01PP1,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct,INF090I01PQ9,,Mutual Fund
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Growth,INF090I01PM8,,Mutual Fund
