Scrip Name,ISIN No,ISIN Reinvestment,Instrument Type
Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,INF209K01MF1,,Mutual Fund
Axis Mutual Fund,,,Mutual Fund
Axis Floater Fund - Direct Plan - Annual IDCW,INF846K016A1,INF846K015A3,Mutual Fund
Axis Floater Fund - Direct Plan - Daily IDCW,,INF846K011B0,Mutual Fund
Axis Floater Fund - Direct Plan - Growth,INF846K014A6,,Mutual Fund
Axis Floater Fund - Direct Plan - Monthly IDCW,INF846K018A7,INF846K017A9,Mutual Fund
Axis Floater Fund - Direct Plan - Quarterly IDCW,INF846K019A5,INF846K010B2,Mutual Fund
Axis Floater Fund - Regular Plan - Annual IDCW,INF846K014B4,INF846K013B6,Mutual Fund
Axis Floater Fund - Regular Plan - Daily IDCW,,INF846K019B3,Mutual Fund
Axis Floater Fund - Regular Plan - Growth,INF846K012B8,,Mutual Fund
Axis Floater Fund - Regular Plan - Monthly IDCW,INF846K016B9,INF846K015B1,Mutual Fund
Axis Floater Fund - Regular Plan - Quarterly IDCW,INF846K018B5,INF846K017B7,Mutual Fund
Bandhan Mutual Fund,,,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN ANNUAL IDCW,INF194KB1BJ6,INF194KB1BK4,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN DAILY IDCW,,INF194KB1BB3,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN GROWTH,INF194KB1BA5,,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN MONTHLY IDCW,INF194KB1BD9,INF194KB1BE7,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN PERIODIC IDCW,INF194KB1BH0,INF194KB1BI8,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN QUARTERLY IDCW,INF194KB1BF4,INF194KB1BG2,Mutual Fund
BANDHAN FLOATING RATE FUND- DIRECT PLAN WEEKLY IDCW,,INF194KB1BC1,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN ANNUAL IDCW,INF194KB1AY7,INF194KB1AZ4,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN DAILY IDCW,,INF194KB1AQ3,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN GROWTH,INF194KB1AP5,,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN MONTHLY IDCW,INF194KB1AS9,INF194KB1AT7,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN PERIODIC IDCW,INF194KB1AW1,INF194KB1AX9,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN QUARTERLY IDCW,INF194KB1AU5,INF194KB1AV3,Mutual Fund
BANDHAN FLOATING RATE FUND- REGULAR PLAN WEEKLY IDCW,,INF194KB1AR1,Mutual Fund
Baroda BNP Paribas Mutual Fund,,,Mutual Fund
Baroda BNP Paribas Floater Fund - Direct Plan - Growth Option,INF251K01RX5,,Mutual Fund
Baroda BNP Paribas Floater Fund - Direct Plan - Weekly IDCW Option,INF251K01RY3,INF251K01RZ0,Mutual Fund
Baroda BNP Paribas Floater Fund - Regular Plan - Growth option,INF251K01RU1,,Mutual Fund
Baroda BNP Paribas Floater Fund - Regular Plan - Weekly IDCW option,INF251K01RV9,INF251K01RW7,Mutual Fund
DSP Mutual Fund,,,Mutual Fund
DSP Floater Fund - Direct Plan - Growth,INF740KA1PV1,,Mutual Fund
DSP Floater Fund - Direct Plan - IDCW,INF740KA1PW9,INF740KA1PX7,Mutual Fund
DSP Floater Fund - Regular Plan - Growth,INF740KA1PS7,,Mutual Fund
DSP Floater Fund - Regular Plan - IDCW,INF740KA1PT5,INF740KA1PU3,Mutual Fund
Franklin Templeton Mutual Fund,,,Mutual Fund
Franklin India Floating Rate Fund - Direct - Growth,INF090I01LK1,,Mutual Fund
Franklin India Floating Rate Fund - Direct - IDCW,INF090I01LL9,,Mutual Fund
Franklin India Floating Rate Fund - Growth Plan,INF090I01LM7,,Mutual Fund
Franklin India Floating Rate Fund - IDCW,INF090I01LN5,,Mutual Fund
HDFC Mutual Fund,,,Mutual Fund
HDFC Floating Rate Debt Fund - Daily IDCW Option,,INF179K01699,Mutual Fund
HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,,,Mutual Fund
HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,INF179K01VQ4,,Mutual Fund
HDFC Floating Rate Debt Fund - Direct Plan - Monthly IDCW,INF179K01VO9,INF179K01VP6,Mutual Fund
HDFC Floating Rate Debt Fund - Direct Plan - Weekly IDCW,,,Mutual Fund
HDFC Floating Rate Debt Fund - Growth Option,INF179K01707,,Mutual Fund
HDFC Floating Rate Debt Fund - Monthly IDCW Option,INF179K01715,INF179K01723,Mutual Fund
HDFC Floating Rate Debt Fund - Weekly IDCW Option,INF179K01731,INF179K01749,Mutual Fund
ICICI Prudential Mutual Fund,,,Mutual Fund
ICICI Prudential Floating Interest Fund - Bonus,INF109KA1I43,,Mutual Fund
ICICI Prudential Floating Interest Fund - Daily IDCW,INF109K01AW3,,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Daily IDCW,,INF109K01P24,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly IDCW,INF109K01P40,,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Growth,INF109K01P57,,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - IDCW Others,INF109K01P65,INF109K01P32,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Monthly IDCW,INF109K018Z6,INF109K017Z8,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly IDCW,INF109KA1012,INF109K019Z4,Mutual Fund
ICICI Prudential Floating Interest Fund - Direct Plan - Weekly IDCW,INF109K01P73,INF109K01P81,Mutual Fund
ICICI Prudential Floating Interest Fund - Fortnightly IDCW,INF109K01AZ6,,Mutual Fund
ICICI Prudential Floating Interest Fund - Growth,INF109K01AX1,,Mutual Fund
ICICI Prudential Floating Interest Fund - IDCW Others,INF109K01WQ9,INF109K01WP1,Mutual Fund
ICICI Prudential Floating Interest Fund - Monthly IDCW,INF109KA1038,INF109KA1020,Mutual Fund
ICICI Prudential Floating Interest Fund - Quarterly IDCW,INF109KA1053,INF109KA1046,Mutual Fund
ICICI Prudential Floating Interest Fund - Weekly IDCW,INF109K01EN4,INF109K01AY9,Mutual Fund
ICICI Prudential Floating Interest Fund Plan A - Dividend Daily,INF109K01928,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend,INF109K01910,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan A - Growth,INF109K01936,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option,INF109K01EK0,INF109K01944,Mutual Fund
ICICI Prudential Floating Interest Fund Plan B - Dividend Daily,INF109K01951,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan B - Fortnightly Dividend,INF109K01969,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan B - Growth,INF109K01977,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option,INF109K01EL8,INF109K01985,Mutual Fund
ICICI Prudential Floating Interest Fund Plan C - Dividend Daily,INF109K01AA9,,Mutual Fund
ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend,INF109K01993,,Mutual Fund
ICICI Prudential Savings Fund Plan C - Growth,INF109K01AB7,,Mutual Fund
ICICI Prudential Savings Fund Plan C - Weekly Dividend Option,INF109K01EM6,INF109K01AC5,Mutual Fund
Kotak Mahindra Mutual Fund,,,Mutual Fund
KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,INF174KA1EC0,,Mutual Fund
KOTAK FLOATING RATE FUND-DIRECT PLAN-Standard Reinvestment of Income Distribution cum capital withdrawal option,,INF174KA1EF3,Mutual Fund
KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,INF174KA1DY6,,Mutual Fund
KOTAK FLOATING RATE FUND-REGULAR PLAN-STANDARD Reinvestment of Income Distribution cum capital withdrawal option,,INF174KA1EB2,Mutual Fund
Nippon India Mutual Fund,,,Mutual Fund
Nippon India Floating Rate Fund- Direct Plan Growth Plan - Growth Option,INF204K01E05,,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - DAILY IDCW REINVESTMENT Option,,INF204K01CI7,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - DAILY IDCW Option,,INF204K01D71,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - IDCW Option,INF204KA1DU8,INF204KA1DV6,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - MONTHLY IDCW Option,INF204K01D89,INF204K01D97,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K01C98,INF204K01D06,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - WEEKLY IDCW Option,INF204K01D14,INF204K01E13,Mutual Fund
Nippon India Floating Rate Fund - Growth Plan-Growth Option,INF204K01CG1,,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - IDCW Option,INF204KA1DS2,INF204KA1DT0,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - MONTHLY IDCW Option,INF204K01CH9,INF204K01CK3,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - QUARTERLY IDCW Option,INF204K01HK2,INF204K01HL0,Mutual Fund
NIPPON INDIA FLOATING RATE FUND - WEEKLY IDCW Option,INF204K01OQ5,INF204K01CJ5,Mutual Fund
SBI Mutual Fund,,,Mutual Fund
SBI Floating Rate Debt Fund - Direct Plan - Growth,INF200KA1R64,,Mutual Fund
SBI Floating Rate DEBT Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R72,INF200KA1R80,Mutual Fund
SBI Floating Rate DEBT Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R98,INF200KA1S06,Mutual Fund
SBI Floating Rate Debt Fund - Regular Plan - Growth,INF200KA1R15,,Mutual Fund
SBI Floating Rate DEBT Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R23,INF200KA1R31,Mutual Fund
SBI Floating Rate DEBT Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1R49,INF200KA1R56,Mutual Fund
Tata Mutual Fund,,,Mutual Fund
Tata Floating Rate Fund -Direct Plan-Growth,INF277KA1026,,Mutual Fund
Tata Floating Rate Fund-Direct Plan-IDCW Monthly Dividend Reinvestment,,INF277KA1075,Mutual Fund
Tata Floating Rate Fund-Direct Plan-IDCW Monthly Payout,INF277KA1042,,Mutual Fund
Tata Floating Rate Fund-Direct Plan-IDCW Periodic Dividend Reinvestment,,INF277KA1067,Mutual Fund
Tata Floating Rate Fund-Direct Plan-IDCW Periodic Payout,INF277KA1034,,Mutual Fund
Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Dividend Reinvestment,,INF277KA1083,Mutual Fund
Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Payout,INF277KA1059,,Mutual Fund
Tata Floating Rate Fund-Regular Plan-Growth,INF277KA1091,,Mutual Fund
Tata Floating Rate Fund-Regular Plan-IDCW Monthly Dividend Reinvestment,,INF277KA1141,Mutual Fund
Tata Floating Rate Fund-Regular Plan-IDCW Monthly Payout,INF277KA1117,,Mutual Fund
Tata Floating Rate Fund-Regular Plan-IDCW Periodic Dividend Reinvestment,,INF277KA1133,Mutual Fund
Tata Floating Rate Fund-Regular Plan-IDCW Periodic Payout,INF277KA1109,,Mutual Fund
Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Dividend Reinvestment,,INF277KA1158,Mutual Fund
Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Payout,INF277KA1125,,Mutual Fund
UTI Mutual Fund,,,Mutual Fund
UTI - Floater Fund - Direct Plan - Growth Option,INF789F1ACX5,,Mutual Fund
UTI - Floater Fund - Regular Plan- Growth Option,INF789F1ACO4,,Mutual Fund
UTI Floater Fund - Direct Plan - Annual IDCW,INF789F1ADA1,INF789F1ADB9,Mutual Fund
UTI Floater Fund - Direct Plan - Flexi IDCW,INF789F1ADE3,INF789F1ADF0,Mutual Fund
UTI Floater Fund - Direct Plan - Half-Yearly IDCW,INF789F1ADC7,INF789F1ADD5,Mutual Fund
UTI Floater Fund - Direct Plan - Quarterly IDCW,INF789F1ACY3,INF789F1ACZ0,Mutual Fund
UTI Floater Fund - Regular Plan - Annual IDCW,INF789F1ACR7,INF789F1ACS5,Mutual Fund
UTI Floater Fund - Regular Plan - Flexi IDCW,INF789F1ACV9,INF789F1ACW7,Mutual Fund
UTI Floater Fund - Regular Plan - Half-Yearly IDCW,INF789F1ACT3,INF789F1ACU1,Mutual Fund
UTI Floater Fund - Regular Plan - Quarterly IDCW,INF789F1ACP1,INF789F1ACQ9,Mutual Fund
Open Ended Schemes (Debt Scheme - Gilt Fund),,,Mutual Fund
Aditya Birla Sun Life Mutual Fund,,,Mutual Fund
Aditya Birla Sun Life Govenment Securities Fund -DIRECT - Quarterly IDCW,INF209KA1LC4,,Mutual Fund
Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,INF209K01AF6,INF209K01DP9,Mutual Fund
Aditya Birla Sun Life Government Securities Fund- Growth - Regular Plan,INF209K01AC3,INF209K01AD1,Mutual Fund
Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,INF209K01XP7,,Mutual Fund
Axis Mutual Fund,,,Mutual Fund
Axis Gilt Fund - Direct Plan - Bonus Option,INF846K01NJ0,,Mutual Fund
Axis Gilt Fund - Direct Plan - Growth Option,INF846K01DD4,,Mutual Fund
Axis Gilt Fund - Direct Plan - Half Yearly IDCW,INF846K01DF9,INF846K01DE2,Mutual Fund
Axis Gilt Fund - Direct Plan - Regular IDCW,INF846K01DG7,INF846K01DH5,Mutual Fund
Axis Gilt Fund - Regular Plan - Growth Option,INF846K01AX8,,Mutual Fund
Axis Gilt Fund - Regular Plan - Half Yearly IDCW,INF846K01AZ3,INF846K01BB2,Mutual Fund
Axis Gilt Fund - Regular Plan - Regular IDCW,INF846K01CK1,INF846K01CL9,Mutual Fund
Bandhan Mutual Fund,,,Mutual Fund
BANDHAN Government Securities Fund - IP - Regular - Plan B - Half Yearly IDCW,INF194K01EB1,INF194K01EA3,Mutual Fund
BANDHAN Government Securities Fund - IP - Regular Plan - Annual IDCW,INF194K01EE5,INF194K01ED7,Mutual Fund
BANDHAN Government Securities Fund - IP - Regular Plan - Quarterly IDCW,INF194K01EH8,INF194K01EG0,Mutual Fund
BANDHAN Government Securities Fund - IP - Regular -Plan B - Periodic IDCW,INF194KA1RW6,INF194KA1RX4,Mutual Fund
BANDHAN Government Securities Fund - IP - Regular Plan - Growth,INF194K01DZ2,,Mutual Fund
BANDHAN Government Securities Fund - IP - Regular Plan - IDCW,INF194K01EK2,INF194K01EJ4,Mutual Fund
BANDHAN Government Securities Fund-Investment Plan-Direct Plan-Annual IDCW,INF194K01Q78,INF194K01Q60,Mutual Fund
BANDHAN Government Securities Fund-Investment Plan-Direct Plan-Growth,INF194K01Q29,,Mutual Fund
BANDHAN Government Securities Fund-Investment Plan-Direct Plan-Half Yearly IDCW,INF194K01Q45,INF194K01Q37,Mutual Fund
BANDHAN Government Securities Fund-Investment Plan-Direct Plan-IDCW,INF194K01R36,INF194K01R28,Mutual Fund
BANDHAN Government Securities Fund-Investment Plan-Direct Plan-Periodic IDCW,INF194KA1RZ9,INF194KA1SA0,Mutual Fund
BANDHAN Government Securities Fund-Investment Plan-Direct Plan-Quarterly IDCW,INF194K01R02,INF194K01Q94,Mutual Fund
Baroda BNP Paribas Mutual Fund,,,Mutual Fund
Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,INF955L01AD7,,Mutual Fund
Baroda BNP Paribas GILT FUND - Direct Plan - IDCW Option,INF955L01AB1,INF955L01AC9,Mutual Fund
Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,INF955L01450,,Mutual Fund
Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option,INF955L01435,INF955L01443,Mutual Fund
Canara Robeco Mutual Fund,,,Mutual Fund
CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,INF760K01FC4,,Mutual Fund
CANARA ROBECO GILT FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01FA8,INF760K01FB6,Mutual Fund
CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,INF760K01AE1,,Mutual Fund
CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01AB7,INF760K01AC5,Mutual Fund
DSP Mutual Fund,,,Mutual Fund
DSP Gilt Fund - Direct Plan - Growth,INF740K01NF3,,Mutual Fund
DSP Gilt Fund - Direct Plan - IDCW,INF740K01NG1,INF740K01NI7,Mutual Fund
DSP Gilt Fund - Direct Plan - IDCW - Monthly,INF740K01NE6,INF740K01NH9,Mutual Fund
DSP Gilt Fund - Regular Plan - Growth,INF740K01615,,Mutual Fund
DSP Gilt Fund - Regular Plan - IDCW,INF740K01607,INF740K01AD5,Mutual Fund
DSP Gilt Fund - Regular Plan - IDCW - Monthly,INF740K01623,INF740K01AE3,Mutual Fund
Edelweiss Mutual Fund,,,Mutual Fund
Edelweiss Government Securities Fund - Direct Plan - Annual Dividend Option,INF843K01HB6,INF843K01HA8,Mutual Fund
Edelweiss Government Securities Fund - Direct Plan - Growth Option,INF843K01GS2,,Mutual Fund
Edelweiss Government Securities Fund - Direct Plan - IDCW Option,INF843K01GU8,INF843K01GV6,Mutual Fund
Edelweiss Government Securities Fund - Direct Plan Fortnightly - IDCW Option,INF843K01GX2,,Mutual Fund
Edelweiss Government Securities Fund - Direct Plan Monthly - IDCW Option,INF843K01GZ7,INF843K01GY0,Mutual Fund
Edelweiss Government Securities Fund - Direct Plan weekly - IDCW Option,INF843K01GW4,,Mutual Fund
Edelweiss Government Securities Fund - Regular Plan - Annual - IDCW Option,INF843K01HL5,INF843K01HK7,Mutual Fund
Edelweiss Government Securities Fund - Regular Plan - Growth Option,INF843K01HC4,,Mutual Fund
Edelweiss Government Securities Fund - Regular Plan - IDCW Option,INF843K01HE0,INF843K01HF7,Mutual Fund
Edelweiss Government Securities Fund - Regular Plan Fortnightly - IDCW Option,INF843K01HH3,,Mutual Fund
Edelweiss Government Securities Fund - Regular Plan Monthly - IDCW Option,INF843K01HJ9,INF843K01HI1,Mutual Fund
Edelweiss Government Securities Fund - Regular Plan Weekly - IDCW Option,INF843K01HG5,,Mutual Fund
Franklin Templeton Mutual Fund,,,Mutual Fund
Franklin India Government Securities Fund - Direct - Growth,INF090I01HS2,,Mutual Fund
Franklin India Government Securities Fund - Direct - IDCW,INF090I01HQ6,INF090I01HR4,Mutual Fund
Franklin India Government Securities Fund - Growth,INF090I01CU9,,Mutual Fund
Franklin India Government Securities Fund - IDCW,INF090I01CS3,INF090I01CT1,Mutual Fund
HDFC Mutual Fund,,,Mutual Fund
HDFC Gilt Fund - Growth Option - Direct Plan,INF179K01VS0,,Mutual Fund
HDFC Gilt Fund - Growth Plan,INF179K01756,,Mutual Fund
HDFC Gilt Fund - IDCW Option - Direct Plan,INF179K01VR2,INF179K01VT8,Mutual Fund
HDFC Gilt Fund - IDCW Plan,INF179K01772,INF179K01764,Mutual Fund
HSBC Mutual Fund,,,Mutual Fund
HSBC Gilt Fund - Direct Growth,INF917K01FI7,,Mutual Fund
HSBC Gilt Fund - Direct Quarterly IDCW,INF917K01FK3,INF917K01FJ5,Mutual Fund
HSBC Gilt Fund - Regular Growth,INF917K01BP1,,Mutual Fund
HSBC Gilt Fund - Regular Quarterly IDCW,INF917K01BN6,INF917K01BO4,Mutual Fund
ICICI Prudential Mutual Fund,,,Mutual Fund
ICICI Prudential Gilt Fund - Bonus,INF109KA1H10,,Mutual Fund
ICICI Prudential Gilt Fund - Direct Plan - Growth,INF109K018C5,,Mutual Fund
ICICI Prudential Gilt Fund - Direct Plan - IDCW,INF109K016C9,INF109K017C7,Mutual Fund
ICICI Prudential Gilt Fund - Direct Plan Bonus,INF109KA1H02,,Mutual Fund
ICICI Prudential Gilt Fund - Growth,INF109K01JR4,,Mutual Fund
ICICI Prudential Gilt Fund - IDCW,INF109K01JQ6,INF109K01JP8,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Bonus,INF109KA1I68,,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Direct Plan -Dividend,INF109K012D6,INF109K013D4,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Direct Plan -Growth,INF109K014D2,,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Direct Plan -Half Yearly Dividend,INF109K015D9,INF109K016D7,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Direct Plan Bonus,INF109KA1I50,,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Dividend,INF109K01JW4,INF109K01JV6,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Growth,INF109K01JX2,,Mutual Fund
ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,INF109K01JZ7,INF109K01JY0,Mutual Fund
Invesco Mutual Fund,,,Mutual Fund
Invesco India Gilt Fund - Annual IDCW (Payout / Reinvestment),INF205K01SJ8,INF205K01SK6,Mutual Fund
Invesco India Gilt Fund - DirectPlan - Growth,INF205K01SN0,,Mutual Fund
Invesco India Gilt Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),INF205K01SL4,INF205K01SM2,Mutual Fund
Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment),,INF205K01SO8,Mutual Fund
Invesco India Gilt Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),INF205K01SP5,INF205K01SQ3,Mutual Fund
Invesco India Gilt Fund - Growth,INF205K01SR1,,Mutual Fund
Invesco India Gilt Fund - Monthly IDCW (Reinvestment),,INF205K01SS9,Mutual Fund
Invesco India Gilt Fund - Quarterly IDCW (Payout / Reinvestment),INF205K01ST7,INF205K01SU5,Mutual Fund
Kotak Mahindra Mutual Fund,,,Mutual Fund
Kotak Gilt-InvestmentProvident Fund and Trust-Growth,INF174K01FL9,,Mutual Fund
Kotak Gilt-InvestmentProvident Fund and Trust-Growth - Direct,INF174K01KM7,,Mutual Fund
Kotak Gilt-InvestmentProvident Fund and Trust-Payout of Income Distribution cum capital withdrawal option,INF174K01FM7,,Mutual Fund
Kotak Gilt-Investment Regular-Growth,INF174K01FI5,,Mutual Fund
Kotak Gilt-Investment Regular-Growth - Direct,INF174K01KE4,,Mutual Fund
Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,INF174K01FK1,INF174K01FJ3,Mutual Fund
Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01KF1,,Mutual Fund
LIC Mutual Fund,,,Mutual Fund
LIC MF Gilt Fund-Direct Plan-Growth,INF767K01EZ3,,Mutual Fund
LIC MF Gilt Fund-Direct Plan-IDCW,INF767K01EY6,INF767K01FA3,Mutual Fund
LIC MF Gilt Fund-PF Plan-Growth,INF767K01733,,Mutual Fund
LIC MF Gilt Fund-PF Plan-IDCW,INF767K01717,INF767K01725,Mutual Fund
LIC MF Gilt Fund-Regular Plan-Growth,INF767K01709,,Mutual Fund
LIC MF Gilt Fund-Regular Plan-IDCW,INF767K01683,INF767K01691,Mutual Fund
Nippon India Mutual Fund,,,Mutual Fund
NIPPON INDIA GILT SECURITIES FUND - Direct Plan - MONTHLY IDCW Option,INF204K01XQ6,INF204K01XR4,Mutual Fund
Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option,,INF204K01E62,Mutual Fund
Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option,INF204K01E70,,Mutual Fund
Nippon India Gilt Securities Fund - Direct Plan - P F Option - Defined Maturity Date Option,INF204K01E88,,Mutual Fund
Nippon India Gilt Securities Fund - Direct Plan Growth Plan - Growth Option,INF204K01XP8,,Mutual Fund
Nippon India Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option,INF204K01BX8,,Mutual Fund
NIPPON INDIA GILT SECURITIES FUND - MONTHLY IDCW Option,INF204K01BV2,INF204K01BW0,Mutual Fund
Nippon India Gilt Securities Fund -Growth Plan - Growth Option,INF204K01BU4,,Mutual Fund
Nippon India Gilt Securities Fund -P F Option-Automatic Annual Reinvest Option,INF204K01CA4,,Mutual Fund
Nippon India Gilt Securities Fund -P F Option-Defined Maturity Date Option,INF204K01CB2,,Mutual Fund
Nippon India Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option,INF204KA1YV2,,Mutual Fund
Nippon India Gilt Securities Fund- Growth Plan- Bonus Option,INF204KA1YU4,,Mutual Fund
Nippon India Gilt Securities Fund-Institutional Plan-P F Option-Automatic Capital Appreciation Payout Option,INF204K01CD8,,Mutual Fund
Nippon India Gilt Securities Fund-P F Option-Automatic Capital Appreciation Payout Option,INF204K01CC0,,Mutual Fund
