date,open,high,low,close,holding
2020-05-23,3065.21,3075.67,2997.05,3016.06,3135.9
2020-05-24,3065.21,3075.67,2997.05,3016.06,3135.9
2020-05-25,3065.21,3075.67,2997.05,3016.06,3135.9
2020-05-26,3060.02,3216.58,3037.41,3070.56,3135.9
2020-05-27,3100.77,3142.23,3045.17,3115.82,3135.9
2020-05-28,3140.53,3241.59,3104.97,3152.68,3135.9
2020-05-29,3114.43,3151.89,3073.12,3123.33,3135.9
2020-05-30,3114.43,3151.89,3073.12,3123.33,3135.9
2020-05-31,3114.43,3151.89,3073.12,3123.33,3135.9
2020-06-01,3315.85,3356.51,3100.59,3187.0,3135.9
2020-06-02,3182.45,3430.3,3182.45,3397.74,3135.9
2020-06-03,3493.22,3522.87,3391.8,3423.36,3135.9
2020-06-04,3441.26,3479.07,3349.35,3392.31,3135.9
2020-06-05,3491.27,3741.59,3449.21,3665.08,3135.9
2020-06-06,3491.27,3741.59,3449.21,3665.08,3135.9
2020-06-07,3491.27,3741.59,3449.21,3665.08,3135.9
2020-06-08,3774.81,3855.18,3662.85,3718.96,3135.9
2020-06-09,3768.77,3801.72,3590.78,3626.94,3135.9
2020-06-10,3602.58,3761.2,3556.22,3689.24,3135.9
2020-06-11,3634.03,3735.38,3520.6,3554.05,3135.9
2020-06-12,3376.86,3624.55,3333.85,3528.2,3135.9
2020-06-13,3376.86,3624.55,3333.85,3528.2,3135.9
2020-06-14,3376.86,3624.55,3333.85,3528.2,3135.9
2020-06-15,1979.8,1979.8,1889.17,1896.77,1470.4
2020-06-16,1911.97,1954.34,1737.17,1789.23,1470.4
2020-06-17,1752.37,1820.39,1737.17,1802.34,1470.4
2020-06-18,1790.18,1835.4,1775.93,1820.39,1470.4
2020-06-19,1790.18,1835.4,1775.93,1820.39,1470.4
2020-06-20,1790.18,1835.4,1775.93,1820.39,1470.4
2020-06-21,1790.18,1835.4,1775.93,1820.39,1470.4
2020-06-22,1960.04,1980.75,1907.22,1938.38,1470.4
2020-06-23,1941.23,2001.65,1923.18,1970.49,1470.4
2020-06-24,1981.7,2092.28,1967.64,1978.09,1470.4
2020-06-25,1963.84,2005.45,1918.43,1960.99,1470.4
2020-06-26,1995.0,2001.65,1896.77,1917.48,1470.4
2020-06-27,1995.0,2001.65,1896.77,1917.48,1470.4
2020-06-28,1995.0,2001.65,1896.77,1917.48,1470.4
2020-06-29,1907.22,1912.92,1851.55,1878.91,1470.4
2020-06-30,1907.22,1912.92,1851.55,1878.91,1470.4
2020-07-01,1864.66,1914.82,1854.4,1901.52,1470.4
2020-07-02,1907.22,1944.08,1896.77,1917.48,1470.4
2020-07-03,1907.22,1944.08,1896.77,1917.48,3030.4
2020-07-04,1907.22,1944.08,1896.77,1917.48,3030.4
2020-07-05,1907.22,1944.08,1896.77,1917.48,3030.4
2020-07-06,3521.04,3710.08,3521.04,3683.22,3030.4
2020-07-07,3716.88,3804.94,3650.92,3684.92,3030.4
2020-07-08,3710.08,3747.48,3527.84,3563.2,3030.4
2020-07-09,3598.56,3679.82,3534.64,3615.56,3030.4
2020-07-10,3610.46,3669.62,3564.9,3634.26,3030.4
2020-07-11,3610.46,3669.62,3564.9,3634.26,3030.4
2020-07-12,3610.46,3669.62,3564.9,3634.26,3030.4
2020-07-13,3683.22,3787.94,3610.46,3647.86,3030.4
2020-07-14,3596.86,3634.26,3517.64,3553.0,3030.4
2020-07-15,3603.66,3610.46,3463.58,3487.04,3030.4
2020-07-16,3514.24,3514.24,3401.02,3480.58,3030.4
2020-07-17,3497.24,3610.46,3490.44,3595.5,3030.4
2020-07-18,3497.24,3610.46,3490.44,3595.5,3030.4
2020-07-19,3497.24,3610.46,3490.44,3595.5,3030.4
2020-07-20,3596.86,3596.86,3507.44,3547.9,3030.4
2020-07-21,3581.9,3706.68,3566.6,3666.22,3030.4
2020-07-22,3669.62,3708.38,3526.14,3553.0,3030.4
2020-07-23,3551.3,3596.86,3536.34,3583.6,3030.4
2020-07-24,3544.5,3564.9,3473.78,3505.74,3030.4
2020-07-25,3544.5,3564.9,3473.78,3505.74,3030.4
2020-07-26,3544.5,3564.9,3473.78,3505.74,3030.4
2020-07-27,4749.34,4764.64,4654.82,4666.38,4260.4
2020-07-28,4573.58,4817.36,4563.38,4788.56,4260.4
2020-07-29,6503.76,6657.12,6364.2,6440.9,6000.4
2020-07-30,6892.7,6967.46,6714.38,6766.54,6397.9
2020-07-31,6892.7,6967.46,6714.38,6766.54,6397.9
2020-08-01,6892.7,6967.46,6714.38,6766.54,6397.9
2020-08-02,6892.7,6967.46,6714.38,6766.54,6397.9
2020-08-03,6801.34,7242.2,6735.38,7169.6,6397.9
2020-08-04,7212.7,7317.46,7083.28,7134.84,6397.9
2020-08-05,7162.44,7461.42,7117.24,7342.66,6397.9
2020-08-06,7442.96,7533.02,7377.06,7472.62,6397.9
2020-08-07,7518.22,7734.54,7384.52,7703.28,6397.9
2020-08-08,7518.22,7734.54,7384.52,7703.28,6397.9
2020-08-09,7518.22,7734.54,7384.52,7703.28,6397.9
2020-08-10,7812.44,8033.72,7738.54,7987.96,6397.9
2020-08-11,8126.12,8162.82,7966.7,8020.2,6397.9
2020-08-12,8105.0,8349.38,8061.34,8274.82,6397.9
2020-08-13,8451.88,8647.76,8106.82,8394.16,6397.9
2020-08-14,8418.16,8475.32,7966.86,8017.82,6397.9
2020-08-15,8418.16,8475.32,7966.86,8017.82,6397.9
2020-08-16,8418.16,8475.32,7966.86,8017.82,6397.9
2020-08-17,7966.42,8073.88,7759.94,7879.16,6397.9
2020-08-18,7874.26,8136.88,7786.66,8060.52,6397.9
2020-08-19,8212.08,8291.04,8084.82,8185.12,6397.9
2020-08-20,8148.46,8330.02,7951.8,8078.8,6397.9
2020-08-21,8174.96,8273.82,7952.44,8040.94,6397.9
2020-08-22,8174.96,8273.82,7952.44,8040.94,6397.9
2020-08-23,8174.96,8273.82,7952.44,8040.94,6397.9
2020-08-24,8054.9,8171.46,7891.04,7962.6,6397.9
2020-08-25,7982.9,8255.54,7885.1,8146.88,6397.9
2020-08-26,8258.6,8589.16,8153.54,8496.9,6397.9
2020-08-27,8574.66,8866.8,8517.26,8716.74,6397.9
2020-08-28,8750.38,9051.4,8507.74,8842.98,6397.9
2020-08-29,8750.38,9051.4,8507.74,8842.98,6397.9
2020-08-30,8750.38,9051.4,8507.74,8842.98,6397.9
2020-08-31,8750.38,9051.4,8507.74,8842.98,6397.9
2020-09-01,8769.34,8939.04,8343.26,8674.14,6397.9
2020-09-02,8771.6,9057.38,8539.92,8935.28,6397.9
2020-09-03,9012.88,9366.7,8906.72,9185.28,6397.9
2020-09-04,8859.96,9277.1,8786.3,8936.16,6397.9
2020-09-05,8859.96,9277.1,8786.3,8936.16,6397.9
2020-09-06,8859.96,9277.1,8786.3,8936.16,6397.9
2020-09-07,9094.52,9176.54,8899.16,8990.72,6397.9
2020-09-08,9012.12,9033.32,8598.52,8655.28,6397.9
2020-09-09,8549.82,8597.22,8252.14,8506.96,6397.9
2020-09-10,8613.28,8768.84,8436.0,8688.88,6397.9
2020-09-11,8750.18,8917.7,8643.12,8811.64,6397.9
2020-09-12,8750.18,8917.7,8643.12,8811.64,6397.9
2020-09-13,8750.18,8917.7,8643.12,8811.64,6397.9
2020-09-14,8994.16,9207.38,8829.9,9003.96,6397.9
2020-09-15,9083.72,9117.92,8881.1,8969.96,6397.9
2020-09-16,9015.72,9202.9,8894.76,9029.08,6397.9
2020-09-17,8958.08,8997.48,8718.2,8845.36,6397.9
2020-09-18,8913.12,8998.28,8739.8,8824.66,6397.9
2020-09-19,8913.12,8998.28,8739.8,8824.66,6397.9
2020-09-20,8913.12,8998.28,8739.8,8824.66,6397.9
2020-09-21,8826.66,8834.36,8195.38,8283.3,6397.9
2020-09-22,8266.6,8310.4,7847.6,8058.72,6397.9
2020-09-23,8181.14,8232.24,7719.54,7893.86,6397.9
2020-09-24,7713.34,7801.04,7439.0,7535.16,6397.9
2020-09-25,7636.22,7948.54,7531.26,7866.28,6397.9
2020-09-26,7636.22,7948.54,7531.26,7866.28,6397.9
2020-09-27,7636.22,7948.54,7531.26,7866.28,6397.9
2020-09-28,7978.9,8229.88,7849.38,8106.02,6397.9
2020-09-29,8191.68,8234.44,7906.1,7974.66,6397.9
2020-09-30,8191.68,8234.44,7906.1,7974.66,6397.9
2020-10-01,8029.64,8133.14,7882.72,7953.32,6397.9
2020-10-02,8029.64,8133.14,7882.72,7953.32,6397.9
2020-10-03,8029.64,8133.14,7882.72,7953.32,6397.9
2020-10-04,8029.64,8133.14,7882.72,7953.32,6397.9
2020-10-05,8113.74,8177.4,7889.36,7969.22,6397.9
2020-10-06,8103.6,8402.0,7982.64,8319.24,6397.9
2020-10-07,8290.14,8318.74,8078.96,8131.72,6397.9
2020-10-08,8199.88,8294.58,8077.76,8151.82,6397.9
2020-10-09,8171.92,8274.98,8024.5,8098.6,6397.9
2020-10-10,8171.92,8274.98,8024.5,8098.6,6397.9
2020-10-11,8171.92,8274.98,8024.5,8098.6,6397.9
2020-10-12,8157.36,8215.36,7851.42,7959.64,6397.9
2020-10-13,7933.28,8028.54,7799.92,7864.68,6397.9
2020-10-14,7868.42,7910.38,7637.74,7747.5,6397.9
2020-10-15,7780.06,7875.58,7510.08,7537.28,6397.9
2020-10-16,7625.4,7678.5,7473.08,7563.84,6397.9
2020-10-17,7625.4,7678.5,7473.08,7563.84,6397.9
2020-10-18,7625.4,7678.5,7473.08,7563.84,6397.9
2020-10-19,7689.9,7747.2,7556.84,7628.54,6397.9
2020-10-20,7646.64,7792.1,7517.68,7714.8,6397.9
2020-10-21,7776.36,7884.32,7593.64,7731.5,6397.9
2020-10-22,7664.34,7902.18,7607.94,7818.12,6397.9
2020-10-23,7877.38,8131.5,7831.78,8051.64,6397.9
2020-10-24,7877.38,8131.5,7831.78,8051.64,6397.9
2020-10-25,7877.38,8131.5,7831.78,8051.64,6397.9
2020-10-26,8233.06,8305.62,7774.06,7910.62,6397.9
2020-10-27,7904.02,8012.04,7716.76,7907.14,6397.9
2020-10-28,7989.2,8190.18,7756.42,7815.48,6397.9
2020-10-29,7686.86,7746.22,7542.2,7664.16,6397.9
2020-10-30,7675.42,7838.28,7568.5,7725.62,6397.9
2020-10-31,7675.42,7838.28,7568.5,7725.62,6397.9
2020-11-01,7675.42,7838.28,7568.5,7725.62,6397.9
2020-11-02,7766.72,7839.42,7616.26,7733.92,6397.9
2020-11-03,7841.38,7930.2,7733.42,7771.48,6397.9
2020-11-04,7786.08,7887.74,7716.72,7802.84,6397.9
2020-11-05,7853.44,7928.6,7803.74,7879.6,6397.9
2020-11-06,7901.9,8095.98,7867.5,7933.9,6397.9
2020-11-07,7901.9,8095.98,7867.5,7933.9,6397.9
2020-11-08,7901.9,8095.98,7867.5,7933.9,6397.9
2020-11-09,8010.86,8159.42,7923.8,8126.32,6397.9
2020-11-10,8307.58,8445.6,8267.18,8407.8,6397.9
2020-11-11,8513.4,8720.18,8463.1,8663.68,6397.9
2020-11-12,8703.82,8848.7,8525.22,8689.08,6397.9
2020-11-13,8630.22,8759.12,8415.4,8583.0,6397.9
2020-11-14,8716.42,8834.08,8632.76,8702.32,6397.9
2020-11-15,8716.42,8834.08,8632.76,8702.32,6397.9
2020-11-16,8716.42,8834.08,8632.76,8702.32,6397.9
2020-11-17,8804.38,9149.18,8768.28,9041.82,6397.9
2020-11-18,9032.88,9703.48,9012.08,9592.62,6397.9
2020-11-19,9514.06,9718.64,9221.98,9317.08,6397.9
2020-11-20,9425.0,9565.46,9221.82,9446.44,6397.9
2020-11-21,9425.0,9565.46,9221.82,9446.44,6397.9
2020-11-22,9425.0,9565.46,9221.82,9446.44,6397.9
2020-11-23,9509.24,9718.12,9300.12,9532.9,6397.9
2020-11-24,9625.26,9771.38,9522.7,9601.96,6397.9
2020-11-25,9715.38,9848.24,9373.54,9489.7,6397.9
2020-11-26,9516.96,9669.58,9415.9,9597.62,6397.9
2020-11-27,9640.32,10110.38,9598.72,9933.16,6397.9
2020-11-28,9640.32,10110.38,9598.72,9933.16,6397.9
2020-11-29,9640.32,10110.38,9598.72,9933.16,6397.9
2020-11-30,9640.32,10110.38,9598.72,9933.16,6397.9
2020-12-01,10156.78,10213.78,9900.4,10069.26,6397.9
2020-12-02,10277.38,10427.5,9998.92,10187.28,6397.9
2020-12-03,10287.14,10382.44,10151.18,10284.64,6397.9
2020-12-04,10361.6,10466.26,10094.92,10227.28,6397.9
2020-12-05,10361.6,10466.26,10094.92,10227.28,6397.9
2020-12-06,10361.6,10466.26,10094.92,10227.28,6397.9
2020-12-07,10290.64,10408.3,10187.98,10264.38,6397.9
2020-12-08,10366.04,10742.74,10138.7,10576.62,6397.9
2020-12-09,10790.22,11077.6,10629.02,10852.22,6397.9
2020-12-10,10995.32,11122.82,10602.34,10855.14,6397.9
2020-12-11,10928.3,11164.62,10665.74,10822.6,6397.9
2020-12-12,10928.3,11164.62,10665.74,10822.6,6397.9
2020-12-13,10928.3,11164.62,10665.74,10822.6,6397.9
2020-12-14,10928.96,10964.66,10603.34,10654.44,6397.9
2020-12-15,10521.34,10725.2,10307.92,10638.1,6397.9
2020-12-16,10759.86,10944.08,10607.36,10778.42,6397.9
2020-12-17,10802.58,10873.58,10570.56,10630.52,6397.9
2020-12-18,10595.56,10769.52,10282.84,10667.06,6397.9
2020-12-19,10595.56,10769.52,10282.84,10667.06,6397.9
2020-12-20,10595.56,10769.52,10282.84,10667.06,6397.9
2020-12-21,10545.54,10601.64,9748.6,9872.06,6397.9
2020-12-22,9742.96,10019.24,9378.66,9802.62,6397.9
2020-12-23,9816.32,10097.64,9642.36,10007.44,6397.9
2020-12-24,10129.56,10383.8,9985.16,10184.28,6397.9
2020-12-25,10129.56,10383.8,9985.16,10184.28,6397.9
2020-12-26,10129.56,10383.8,9985.16,10184.28,6397.9
2020-12-27,10129.56,10383.8,9985.16,10184.28,6397.9
2020-12-28,10379.86,10745.7,10293.7,10618.1,6397.9
2020-12-29,10702.06,10782.96,10406.56,10527.98,6397.9
2020-12-30,10527.18,10625.84,10351.16,10536.58,6397.9
2020-12-31,10527.18,10625.84,10351.16,10536.58,6397.9
2021-01-01,10648.84,10880.6,10596.64,10788.3,6397.9
2021-01-02,10648.84,10880.6,10596.64,10788.3,6397.9
2021-01-03,10648.84,10880.6,10596.64,10788.3,6397.9
2021-01-04,11091.18,11185.94,10846.56,11020.78,6397.9
2021-01-05,10842.1,11161.44,10706.74,11074.44,6397.9
2021-01-06,11165.14,11330.42,10914.42,11146.4,6397.9
2021-01-07,11240.46,11425.68,11123.2,11200.06,6397.9
2021-01-08,11325.98,11433.34,11157.56,11240.02,6397.9
2021-01-09,11325.98,11433.34,11157.56,11240.02,6397.9
2021-01-10,11325.98,11433.34,11157.56,11240.02,6397.9
2021-01-11,11339.08,12245.48,11204.58,11933.9,6397.9
2021-01-12,12192.36,13120.14,11983.48,12636.26,6397.9
2021-01-13,12861.2,13108.78,12474.52,12775.64,6397.9
2021-01-14,12805.7,13109.34,12594.02,12882.16,6397.9
2021-01-15,12911.12,13658.48,12667.04,13429.7,6397.9
2021-01-16,12911.12,13658.48,12667.04,13429.7,6397.9
2021-01-17,12911.12,13658.48,12667.04,13429.7,6397.9
2021-01-18,13567.52,13589.42,12652.08,12882.46,6397.9
2021-01-19,13105.4,13547.66,13069.3,13409.74,6397.9
2021-01-20,13465.1,14093.56,13325.64,13930.94,6397.9
2021-01-21,14179.44,14798.04,13950.42,14324.74,6397.9
2021-01-22,14533.72,14944.24,13771.56,14207.78,6397.9
2021-01-23,14533.72,14944.24,13771.56,14207.78,6397.9
2021-01-24,14533.72,14944.24,13771.56,14207.78,6397.9
2021-01-25,14654.1,14673.3,13571.36,13679.02,6397.9
2021-01-26,14654.1,14673.3,13571.36,13679.02,6397.9
2021-01-27,13626.46,13649.46,13078.74,13166.7,6397.9
2021-01-28,12799.1,13354.28,12715.84,13031.44,6397.9
2021-01-29,13280.28,13616.22,12751.2,12979.32,6397.9
2021-01-30,13280.28,13616.22,12751.2,12979.32,6397.9
2021-01-31,13280.28,13616.22,12751.2,12979.32,6397.9
2021-02-01,13280.16,13858.54,12658.22,13755.12,6397.9
2021-02-02,14231.5,15650.6,14040.48,15248.58,6397.9
2021-02-03,15834.04,16050.0,15304.46,15585.94,6397.9
2021-02-04,15575.04,15829.86,15238.74,15467.86,6397.9
2021-02-05,15675.02,15859.78,15053.08,15197.34,6397.9
2021-02-06,15675.02,15859.78,15053.08,15197.34,6397.9
2021-02-07,15675.02,15859.78,15053.08,15197.34,6397.9
2021-02-08,21470.86,22463.16,21236.8,22075.96,12877.9
2021-02-09,22291.53,22513.7,21429.62,21663.57,13124.06
2021-02-10,21777.59,22168.16,21345.75,21837.14,13124.06
2021-02-11,21764.97,22125.08,21542.38,21732.76,13124.06
2021-02-12,21801.69,22013.32,21417.88,21675.59,13124.06
2021-02-13,21801.69,22013.32,21417.88,21675.59,13124.06
2021-02-14,21801.69,22013.32,21417.88,21675.59,13124.06
2021-02-15,21909.01,22223.24,21498.77,21870.89,13124.06
2021-02-16,22039.32,22393.74,21590.99,21926.14,13124.06
2021-02-17,21867.84,22382.72,21724.55,22066.73,13124.06
2021-02-18,22178.53,22526.39,21524.75,22053.47,13124.06
2021-02-19,22026.13,22254.05,20880.39,21413.1,13124.06
2021-02-20,22026.13,22254.05,20880.39,21413.1,13124.06
2021-02-21,22026.13,22254.05,20880.39,21413.1,13124.06
2021-02-22,24307.17,24572.62,23623.77,23838.45,16094.06
2021-02-23,23984.99,25092.92,23920.2,24736.23,16094.06
2021-02-24,24946.7,25398.03,23784.78,24999.83,16094.06
2021-02-25,25209.21,25864.1,25074.21,25593.47,16094.06
2021-02-26,25099.54,25611.22,24652.86,25053.09,16094.06
2021-02-27,25099.54,25611.22,24652.86,25053.09,16094.06
2021-02-28,25099.54,25611.22,24652.86,25053.09,16094.06
2021-03-01,25520.02,26003.73,25049.29,25556.68,16094.06
2021-03-02,25969.2,26611.28,25505.57,26443.85,16094.06
2021-03-03,27026.84,27484.46,26674.82,27107.03,16094.06
2021-03-04,26733.9,27962.78,26359.98,27227.19,30515.06
2021-03-05,37035.31,37697.82,34563.51,35285.02,22991.06
2021-03-06,37035.31,37697.82,34563.51,35285.02,22991.06
2021-03-07,37035.31,37697.82,34563.51,35285.02,22991.06
2021-03-08,35878.14,36357.86,34306.89,34627.84,22991.06
2021-03-09,26720.83,26903.87,25501.41,25982.06,16094.06
2021-03-10,26368.91,26589.44,25896.51,26235.44,16094.06
2021-03-11,26368.91,26589.44,25896.51,26235.44,16094.06
2021-03-12,26538.25,27177.35,25891.97,26654.13,16094.06
2021-03-13,26538.25,27177.35,25891.97,26654.13,16094.06
2021-03-14,26538.25,27177.35,25891.97,26654.13,16094.06
2021-03-15,26896.32,26909.33,25736.56,26459.47,16094.06
2021-03-16,26593.06,26729.48,26037.14,26259.51,16094.06
2021-03-17,26219.13,26404.35,24860.69,25035.36,16094.06
2021-03-18,25399.5,25795.89,23968.9,24732.66,16094.06
2021-03-19,24550.81,25366.55,23584.6,25196.32,16094.06
2021-03-20,24550.81,25366.55,23584.6,25196.32,16094.06
2021-03-21,24550.81,25366.55,23584.6,25196.32,16094.06
2021-03-22,25319.23,25501.53,24766.05,25041.35,16094.06
2021-03-23,25152.61,25565.25,24974.38,25182.49,16094.06
2021-03-24,24974.8,25275.51,24217.72,24320.35,16094.06
2021-03-25,24334.84,24437.36,23218.09,23576.52,16094.06
2021-03-26,24071.18,24829.69,23880.1,24440.68,16094.06
2021-03-27,24071.18,24829.69,23880.1,24440.68,16094.06
2021-03-28,24071.18,24829.69,23880.1,24440.68,16094.06
2021-03-29,24071.18,24829.69,23880.1,24440.68,16094.06
2021-03-30,24811.63,25305.34,24229.01,24834.6,16094.06
2021-03-31,24811.63,25305.34,24229.01,24834.6,16094.06
2021-04-01,25125.84,25537.21,24875.82,25365.09,16094.06
2021-04-02,25125.84,25537.21,24875.82,25365.09,16094.06
2021-04-03,25125.84,25537.21,24875.82,25365.09,16094.06
2021-04-04,25125.84,25537.21,24875.82,25365.09,16094.06
2021-04-05,25403.16,25601.97,24360.19,25001.59,16094.06
2021-04-06,25047.13,25795.16,24858.98,25250.68,16094.06
2021-04-07,25193.94,25519.16,24828.19,25223.66,16094.06
2021-04-08,25348.25,25930.07,25178.39,25473.1,16094.06
2021-04-09,25560.83,26053.8,25207.82,25528.79,16094.06
2021-04-10,25560.83,26053.8,25207.82,25528.79,16094.06
2021-04-11,25560.83,26053.8,25207.82,25528.79,16094.06
2021-04-12,43771.09,43821.69,40446.58,40959.68,35237.61
2021-04-13,41154.05,42631.2,40129.91,42155.03,35237.61
2021-04-14,41154.05,42631.2,40129.91,42155.03,35237.61
2021-04-15,41621.66,42340.24,40866.65,41720.89,35237.61
2021-04-16,41813.16,42928.91,41392.03,42369.1,35237.61
2021-04-17,41813.16,42928.91,41392.03,42369.1,35237.61
2021-04-18,41813.16,42928.91,41392.03,42369.1,35237.61
2021-04-19,40647.44,41932.1,40379.4,41400.31,35237.61
2021-04-20,42141.02,42263.66,40663.95,41121.78,35237.61
2021-04-21,42141.02,42263.66,40663.95,41121.78,35237.61
2021-04-22,40953.47,41705.42,40592.15,41007.34,35237.61
2021-04-23,40774.13,41622.19,40492.03,40979.09,35237.61
2021-04-24,40774.13,41622.19,40492.03,40979.09,35237.61
2021-04-25,40774.13,41622.19,40492.03,40979.09,35237.61
2021-04-26,41137.81,41609.44,40896.89,41230.33,35237.61
2021-04-27,41369.25,42141.93,41211.78,41936.47,35237.61
2021-04-28,42187.17,42690.09,41929.01,42277.4,35237.61
2021-04-29,42593.97,42929.21,41804.42,41933.69,35237.61
2021-04-30,42593.97,42929.21,41804.42,41933.69,35237.61
2021-05-01,42593.97,42929.21,41804.42,41933.69,35237.61
2021-05-02,42593.97,42929.21,41804.42,41933.69,35237.61
2021-05-03,40644.8,41727.27,40323.04,41483.66,35237.61
2021-05-04,41835.17,42427.71,40968.82,41268.46,35237.61
2021-05-05,41885.35,41935.5,41130.49,41608.22,35237.61
2021-05-06,41679.66,42689.82,41346.38,42341.52,35237.61
2021-05-07,42634.2,42856.6,42071.74,42309.5,35237.61
2021-05-08,42634.2,42856.6,42071.74,42309.5,35237.61
2021-05-09,42634.2,42856.6,42071.74,42309.5,35237.61
2021-05-10,47298.52,48759.27,46954.94,48386.37,40347.61
2021-05-11,47906.89,48968.14,47418.79,48315.61,40347.61
2021-05-12,48555.36,49967.74,47826.63,48792.41,40347.61
2021-05-13,48555.36,49967.74,47826.63,48792.41,40347.61
2021-05-14,49181.43,49390.54,47016.22,47258.24,40347.61
2021-05-15,49181.43,49390.54,47016.22,47258.24,40347.61
2021-05-16,49181.43,49390.54,47016.22,47258.24,40347.61
2021-05-17,47725.84,48755.64,47301.2,48415.34,40347.61
2021-05-18,49032.04,50025.76,48659.66,49341.99,40347.61
2021-05-19,48344.15,49192.24,47860.1,48124.25,40347.61
2021-05-20,48382.13,48574.08,47362.71,47633.04,40347.61
2021-05-21,48219.51,48886.73,47737.6,48530.55,40347.61
2021-05-22,48219.51,48886.73,47737.6,48530.55,40347.61
2021-05-23,48219.51,48886.73,47737.6,48530.55,40347.61
2021-05-24,48943.95,49496.46,48316.73,48925.97,40347.61
2021-05-25,49355.7,49789.02,48899.84,49187.69,40347.61
2021-05-26,49477.99,49995.83,48939.18,49327.01,40347.61
2021-05-27,49540.62,50346.57,49204.31,49789.45,40347.61
2021-05-28,50303.18,50536.82,49387.22,49711.4,40347.61
2021-05-29,50303.18,50536.82,49387.22,49711.4,40347.61
2021-05-30,50303.18,50536.82,49387.22,49711.4,40347.61
2021-05-31,50303.18,50536.82,49387.22,49711.4,40347.61
2021-06-01,50065.31,50563.73,49358.85,49690.08,40347.61
2021-06-02,49493.17,50668.1,49278.4,50411.3,40347.61
2021-06-03,50851.34,51300.54,50411.37,50816.77,40347.61
2021-06-04,45144.71,45935.17,44619.05,45504.51,35153.97
2021-06-05,45144.71,45935.17,44619.05,45504.51,35153.97
2021-06-06,45144.71,45935.17,44619.05,45504.51,35153.97
2021-06-07,45930.25,47466.27,45672.01,46888.02,35153.97
2021-06-08,47179.84,48478.99,46388.44,47809.51,35153.97
2021-06-09,48503.65,49906.6,46974.59,47893.36,35153.97
2021-06-10,48553.07,49034.77,47924.18,48483.3,35153.97
2021-06-11,48917.85,49486.35,48117.32,48772.45,35153.97
2021-06-12,48917.85,49486.35,48117.32,48772.45,35153.97
2021-06-13,48917.85,49486.35,48117.32,48772.45,35153.97
2021-06-14,35895.9,36366.9,34253.85,35872.05,21967.9
2021-06-15,54289.64,55001.9,53631.27,53927.43,41227.9
2021-06-16,53857.56,54832.71,53100.21,53833.53,41227.9
2021-06-17,53638.08,54461.11,52738.48,53319.12,41227.9
2021-06-18,53442.46,53699.61,50901.03,52364.95,41227.9
2021-06-19,53442.46,53699.61,50901.03,52364.95,41227.9
2021-06-20,53442.46,53699.61,50901.03,52364.95,41227.9
2021-06-21,51231.12,52646.02,50851.87,52400.5,41227.9
2021-06-22,52856.02,53598.17,52205.73,52542.57,41227.9
2021-06-23,52922.67,53234.98,51999.3,52169.23,41227.9
2021-06-24,52258.06,52512.3,51494.11,51716.89,41227.9
2021-06-25,51995.67,52986.27,51944.29,52463.66,41227.9
2021-06-26,51995.67,52986.27,51944.29,52463.66,41227.9
2021-06-27,51995.67,52986.27,51944.29,52463.66,41227.9
2021-06-28,52752.26,53410.41,52361.56,52981.26,41227.9
2021-06-29,53281.56,53629.73,52359.08,52834.98,41227.9
2021-06-30,53281.56,53629.73,52359.08,52834.98,41227.9
