date,segment,stock_name,holding_quantity,holding_price_avg,holding_amount,close,current_value
2022-07-11,EQ,TATAMOTORS,100.0,261.0,26100.4,434.35,43435.0
2022-07-12,EQ,TATAMOTORS,100.0,261.0,26100.4,427.89,42789.0
2022-07-13,EQ,TATAMOTORS,100.0,261.0,26100.4,424.46,42446.0
2022-07-14,EQ,TATAMOTORS,100.0,261.0,26100.4,425.41,42541.0
2022-07-15,EQ,TATAMOTORS,100.0,261.0,26100.4,437.48,43748.0
2022-07-16,EQ,TATAMOTORS,100.0,261.0,26100.4,437.48,43748.0
2022-07-17,EQ,TATAMOTORS,100.0,261.0,26100.4,437.48,43748.0
2022-07-18,EQ,TATAMOTORS,100.0,261.0,26100.4,448.12,44812.0
2022-07-19,EQ,TATAMOTORS,100.0,261.0,26100.4,446.28,44628.0
2022-07-20,EQ,TATAMOTORS,100.0,261.0,26100.4,450.65,45065.0
2022-07-21,EQ,TATAMOTORS,100.0,261.0,26100.4,452.04,45204.0
2022-07-22,EQ,TATAMOTORS,100.0,261.0,26100.4,452.09,45209.0
2022-07-23,EQ,TATAMOTORS,100.0,261.0,26100.4,452.09,45209.0
2022-07-24,EQ,TATAMOTORS,100.0,261.0,26100.4,452.09,45209.0
2022-07-25,EQ,TATAMOTORS,100.0,261.0,26100.4,446.77,44677.0
2022-07-26,EQ,TATAMOTORS,100.0,261.0,26100.4,438.43,43843.0
2022-07-27,EQ,TATAMOTORS,100.0,261.0,26100.4,441.31,44131.0
2022-07-28,EQ,TATAMOTORS,100.0,261.0,26100.4,439.52,43952.0
2022-07-29,EQ,TATAMOTORS,100.0,261.0,26100.4,446.82,44682.0
2022-07-30,EQ,TATAMOTORS,100.0,261.0,26100.4,446.82,44682.0
2022-07-31,EQ,TATAMOTORS,100.0,261.0,26100.4,446.82,44682.0
2022-08-01,EQ,TATAMOTORS,100.0,261.0,26100.4,476.24,47624.0
2022-08-02,EQ,TATAMOTORS,100.0,261.0,26100.4,473.31,47331.0
2022-08-03,EQ,TATAMOTORS,100.0,261.0,26100.4,464.91,46491.0
2022-08-04,EQ,TATAMOTORS,100.0,261.0,26100.4,466.01,46601.0
2022-08-05,EQ,TATAMOTORS,100.0,261.0,26100.4,462.38,46238.0
2022-08-06,EQ,TATAMOTORS,100.0,261.0,26100.4,462.38,46238.0
2022-08-07,EQ,TATAMOTORS,100.0,261.0,26100.4,462.38,46238.0
2022-08-08,EQ,TATAMOTORS,100.0,261.0,26100.4,465.36,46536.0
2022-08-09,EQ,TATAMOTORS,100.0,261.0,26100.4,465.36,46536.0
2022-08-10,EQ,TATAMOTORS,100.0,261.0,26100.4,472.61,47261.0
2022-08-11,EQ,TATAMOTORS,100.0,261.0,26100.4,473.71,47371.0
2022-08-12,EQ,TATAMOTORS,100.0,261.0,26100.4,474.6,47460.0
2022-08-13,EQ,TATAMOTORS,100.0,261.0,26100.4,474.6,47460.0
2022-08-14,EQ,TATAMOTORS,100.0,261.0,26100.4,474.6,47460.0
2022-08-15,EQ,TATAMOTORS,100.0,261.0,26100.4,474.6,47460.0
2022-08-16,EQ,TATAMOTORS,100.0,261.0,26100.4,486.83,48683.0
2022-08-17,EQ,TATAMOTORS,100.0,261.0,26100.4,482.4,48240.0
2022-08-18,EQ,TATAMOTORS,100.0,261.0,26100.4,481.81,48181.0
2022-08-19,EQ,TATAMOTORS,100.0,261.0,26100.4,468.09,46809.0
2022-08-20,EQ,TATAMOTORS,100.0,261.0,26100.4,468.09,46809.0
2022-08-21,EQ,TATAMOTORS,100.0,261.0,26100.4,468.09,46809.0
2022-08-22,EQ,TATAMOTORS,100.0,261.0,26100.4,451.79,45179.0
2022-08-23,EQ,TATAMOTORS,100.0,261.0,26100.4,457.61,45761.0
2022-08-24,EQ,TATAMOTORS,100.0,261.0,26100.4,460.34,46034.0
2022-08-25,EQ,TATAMOTORS,100.0,261.0,26100.4,456.36,45636.0
2022-08-26,EQ,TATAMOTORS,100.0,261.0,26100.4,462.18,46218.0
2022-08-27,EQ,TATAMOTORS,100.0,261.0,26100.4,462.18,46218.0
2022-08-28,EQ,TATAMOTORS,100.0,261.0,26100.4,462.18,46218.0
2022-08-29,EQ,TATAMOTORS,100.0,261.0,26100.4,450.55,45055.0
2022-08-30,EQ,TATAMOTORS,100.0,261.0,26100.4,468.19,46819.0
2022-08-31,EQ,TATAMOTORS,100.0,261.0,26100.4,468.19,46819.0
2022-09-01,EQ,TATAMOTORS,100.0,261.0,26100.4,464.02,46402.0
2022-09-02,EQ,TATAMOTORS,100.0,261.0,26100.4,458.9,45890.0
2022-09-03,EQ,TATAMOTORS,100.0,261.0,26100.4,458.9,45890.0
2022-09-04,EQ,TATAMOTORS,100.0,261.0,26100.4,458.9,45890.0
2022-09-05,EQ,TATAMOTORS,100.0,261.0,26100.4,456.17,45617.0
2022-09-06,EQ,TATAMOTORS,100.0,261.0,26100.4,454.92,45492.0
2022-09-07,EQ,TATAMOTORS,100.0,261.0,26100.4,443.1,44310.0
2022-09-08,EQ,TATAMOTORS,100.0,261.0,26100.4,439.47,43947.0
2022-09-09,EQ,TATAMOTORS,100.0,261.0,26100.4,443.15,44315.0
2022-09-10,EQ,TATAMOTORS,100.0,261.0,26100.4,443.15,44315.0
2022-09-11,EQ,TATAMOTORS,100.0,261.0,26100.4,443.15,44315.0
2022-09-12,EQ,TATAMOTORS,100.0,261.0,26100.4,448.22,44822.0
2022-09-13,EQ,TATAMOTORS,100.0,261.0,26100.4,453.98,45398.0
2022-09-14,EQ,TATAMOTORS,100.0,261.0,26100.4,447.42,44742.0
2022-09-15,EQ,TATAMOTORS,100.0,261.0,26100.4,444.49,44449.0
2022-09-16,EQ,TATAMOTORS,100.0,261.0,26100.4,429.83,42983.0
2022-09-17,EQ,TATAMOTORS,100.0,261.0,26100.4,429.83,42983.0
2022-09-18,EQ,TATAMOTORS,100.0,261.0,26100.4,429.83,42983.0
2022-09-19,EQ,TATAMOTORS,100.0,261.0,26100.4,422.82,42282.0
2022-09-20,EQ,TATAMOTORS,100.0,261.0,26100.4,431.57,43157.0
2022-09-21,EQ,TATAMOTORS,100.0,261.0,26100.4,425.01,42501.0
2022-09-22,EQ,TATAMOTORS,100.0,261.0,26100.4,429.53,42953.0
2022-09-23,EQ,TATAMOTORS,100.0,261.0,26100.4,420.49,42049.0
2022-09-24,EQ,TATAMOTORS,100.0,261.0,26100.4,420.49,42049.0
2022-09-25,EQ,TATAMOTORS,100.0,261.0,26100.4,420.49,42049.0
2022-09-26,EQ,TATAMOTORS,100.0,261.0,26100.4,395.05,39505.0
2022-09-27,EQ,TATAMOTORS,100.0,261.0,26100.4,396.34,39634.0
2022-09-28,EQ,TATAMOTORS,100.0,261.0,26100.4,396.64,39664.0
2022-09-29,EQ,TATAMOTORS,100.0,261.0,26100.4,399.77,39977.0
2022-09-30,EQ,TATAMOTORS,100.0,261.0,26100.4,402.1,40210.0
2022-10-01,EQ,TATAMOTORS,100.0,261.0,26100.4,402.1,40210.0
2022-10-02,EQ,TATAMOTORS,100.0,261.0,26100.4,402.1,40210.0
2022-10-03,EQ,TATAMOTORS,100.0,261.0,26100.4,395.19,39519.0
2022-10-04,EQ,TATAMOTORS,100.0,261.0,26100.4,405.38,40538.0
2022-10-05,EQ,TATAMOTORS,100.0,261.0,26100.4,405.38,40538.0
2022-10-06,EQ,TATAMOTORS,100.0,261.0,26100.4,411.54,41154.0
2022-10-07,EQ,TATAMOTORS,100.0,261.0,26100.4,409.61,40961.0
2022-10-08,EQ,TATAMOTORS,100.0,261.0,26100.4,409.61,40961.0
2022-10-09,EQ,TATAMOTORS,100.0,261.0,26100.4,409.61,40961.0
2022-10-10,EQ,TATAMOTORS,100.0,261.0,26100.4,393.51,39351.0
2022-10-11,EQ,TATAMOTORS,100.0,261.0,26100.4,390.92,39092.0
2022-10-12,EQ,TATAMOTORS,100.0,261.0,26100.4,394.1,39410.0
2022-10-13,EQ,TATAMOTORS,100.0,261.0,26100.4,396.54,39654.0
2022-10-14,EQ,TATAMOTORS,100.0,261.0,26100.4,393.8,39380.0
2022-10-15,EQ,TATAMOTORS,100.0,261.0,26100.4,393.8,39380.0
2022-10-16,EQ,TATAMOTORS,100.0,261.0,26100.4,393.8,39380.0
2022-10-17,EQ,TATAMOTORS,100.0,261.0,26100.4,393.65,39365.0
2022-10-18,EQ,TATAMOTORS,100.0,261.0,26100.4,401.75,40175.0
2022-10-19,EQ,TATAMOTORS,100.0,261.0,26100.4,396.59,39659.0
2022-10-20,EQ,TATAMOTORS,100.0,261.0,26100.4,395.64,39564.0
2022-10-21,EQ,TATAMOTORS,100.0,261.0,26100.4,395.59,39559.0
2022-10-22,EQ,TATAMOTORS,100.0,261.0,26100.4,395.59,39559.0
2022-10-23,EQ,TATAMOTORS,100.0,261.0,26100.4,395.59,39559.0
2022-10-24,EQ,TATAMOTORS,100.0,261.0,26100.4,399.12,39912.0
2022-10-25,EQ,TATAMOTORS,100.0,261.0,26100.4,402.05,40205.0
2022-10-26,EQ,TATAMOTORS,100.0,261.0,26100.4,402.05,40205.0
2022-10-27,EQ,TATAMOTORS,100.0,261.0,26100.4,405.18,40518.0
2022-10-28,EQ,TATAMOTORS,100.0,261.0,26100.4,407.37,40737.0
2022-10-29,EQ,TATAMOTORS,100.0,261.0,26100.4,407.37,40737.0
2022-10-30,EQ,TATAMOTORS,100.0,261.0,26100.4,407.37,40737.0
2022-10-31,EQ,TATAMOTORS,100.0,261.0,26100.4,410.2,41020.0
2022-11-01,EQ,TATAMOTORS,100.0,261.0,26100.4,418.75,41875.0
2022-11-02,EQ,TATAMOTORS,100.0,261.0,26100.4,419.54,41954.0
2022-11-03,EQ,TATAMOTORS,100.0,261.0,26100.4,413.68,41368.0
2022-11-04,EQ,TATAMOTORS,100.0,261.0,26100.4,422.72,42272.0
2022-11-05,EQ,TATAMOTORS,100.0,261.0,26100.4,422.72,42272.0
2022-11-06,EQ,TATAMOTORS,100.0,261.0,26100.4,422.72,42272.0
2022-11-07,EQ,TATAMOTORS,100.0,261.0,26100.4,432.31,43231.0
2022-11-08,EQ,TATAMOTORS,100.0,261.0,26100.4,432.31,43231.0
2022-11-09,EQ,TATAMOTORS,100.0,261.0,26100.4,430.48,43048.0
2022-11-10,EQ,TATAMOTORS,100.0,261.0,26100.4,409.66,40966.0
2022-11-11,EQ,TATAMOTORS,100.0,261.0,26100.4,420.89,42089.0
2022-11-12,EQ,TATAMOTORS,100.0,261.0,26100.4,420.89,42089.0
2022-11-13,EQ,TATAMOTORS,100.0,261.0,26100.4,420.89,42089.0
2022-11-14,EQ,TATAMOTORS,100.0,261.0,26100.4,431.02,43102.0
2022-11-15,EQ,TATAMOTORS,100.0,261.0,26100.4,434.45,43445.0
2022-11-16,EQ,TATAMOTORS,100.0,261.0,26100.4,428.89,42889.0
2022-11-17,EQ,TATAMOTORS,100.0,261.0,26100.4,420.54,42054.0
2022-11-18,EQ,TATAMOTORS,100.0,261.0,26100.4,421.18,42118.0
2022-11-19,EQ,TATAMOTORS,100.0,261.0,26100.4,421.18,42118.0
2022-11-20,EQ,TATAMOTORS,100.0,261.0,26100.4,421.18,42118.0
2022-11-21,EQ,TATAMOTORS,100.0,261.0,26100.4,418.5,41850.0
2022-11-22,EQ,TATAMOTORS,100.0,261.0,26100.4,422.08,42208.0
2022-11-23,EQ,TATAMOTORS,100.0,261.0,26100.4,421.43,42143.0
2022-11-24,EQ,TATAMOTORS,100.0,261.0,26100.4,420.79,42079.0
2022-11-25,EQ,TATAMOTORS,100.0,261.0,26100.4,430.53,43053.0
2022-11-26,EQ,TATAMOTORS,100.0,261.0,26100.4,430.53,43053.0
2022-11-27,EQ,TATAMOTORS,100.0,261.0,26100.4,430.53,43053.0
2022-11-28,EQ,TATAMOTORS,100.0,261.0,26100.4,430.58,43058.0
2022-11-29,EQ,TATAMOTORS,100.0,261.0,26100.4,430.48,43048.0
2022-11-30,EQ,TATAMOTORS,100.0,261.0,26100.4,436.69,43669.0
2022-12-01,EQ,TATAMOTORS,100.0,261.0,26100.4,435.54,43554.0
2022-12-02,EQ,TATAMOTORS,100.0,261.0,26100.4,432.71,43271.0
2022-12-03,EQ,TATAMOTORS,100.0,261.0,26100.4,432.71,43271.0
2022-12-04,EQ,TATAMOTORS,100.0,261.0,26100.4,432.71,43271.0
2022-12-05,EQ,TATAMOTORS,100.0,261.0,26100.4,426.1,42610.0
2022-12-06,EQ,TATAMOTORS,100.0,261.0,26100.4,424.46,42446.0
2022-12-07,EQ,TATAMOTORS,100.0,261.0,26100.4,417.51,41751.0
2022-12-08,EQ,TATAMOTORS,100.0,261.0,26100.4,414.62,41462.0
2022-12-09,EQ,TATAMOTORS,100.0,261.0,26100.4,410.75,41075.0
2022-12-10,EQ,TATAMOTORS,100.0,261.0,26100.4,410.75,41075.0
2022-12-11,EQ,TATAMOTORS,100.0,261.0,26100.4,410.75,41075.0
2022-12-12,EQ,TATAMOTORS,100.0,261.0,26100.4,411.59,41159.0
2022-12-13,EQ,TATAMOTORS,100.0,261.0,26100.4,415.92,41592.0
2022-12-14,EQ,TATAMOTORS,100.0,261.0,26100.4,415.32,41532.0
2022-12-15,EQ,TATAMOTORS,100.0,261.0,26100.4,414.13,41413.0
2022-12-16,EQ,TATAMOTORS,100.0,261.0,26100.4,419.0,41900.0
2022-12-17,EQ,TATAMOTORS,100.0,261.0,26100.4,419.0,41900.0
2022-12-18,EQ,TATAMOTORS,100.0,261.0,26100.4,419.0,41900.0
2022-12-19,EQ,TATAMOTORS,100.0,261.0,26100.4,415.42,41542.0
2022-12-20,EQ,TATAMOTORS,100.0,261.0,26100.4,407.97,40797.0
2022-12-21,EQ,TATAMOTORS,100.0,261.0,26100.4,400.11,40011.0
2022-12-22,EQ,TATAMOTORS,100.0,261.0,26100.4,392.01,39201.0
2022-12-23,EQ,TATAMOTORS,100.0,261.0,26100.4,376.01,37601.0
2022-12-24,EQ,TATAMOTORS,100.0,261.0,26100.4,376.01,37601.0
2022-12-25,EQ,TATAMOTORS,100.0,261.0,26100.4,376.01,37601.0
2022-12-26,EQ,TATAMOTORS,100.0,261.0,26100.4,382.42,38242.0
2022-12-27,EQ,TATAMOTORS,100.0,261.0,26100.4,391.72,39172.0
2022-12-28,EQ,TATAMOTORS,100.0,261.0,26100.4,388.88,38888.0
2022-12-29,EQ,TATAMOTORS,100.0,261.0,26100.4,383.52,38352.0
2022-12-30,EQ,TATAMOTORS,100.0,261.0,26100.4,385.55,38555.0
2022-12-31,EQ,TATAMOTORS,100.0,261.0,26100.4,385.55,38555.0
2023-01-01,EQ,TATAMOTORS,100.0,261.0,26100.4,385.55,38555.0
2023-01-02,EQ,TATAMOTORS,100.0,261.0,26100.4,392.36,39236.0
2023-01-03,EQ,TATAMOTORS,100.0,261.0,26100.4,391.47,39147.0
2023-01-04,EQ,TATAMOTORS,100.0,261.0,26100.4,383.22,38322.0
2023-01-05,EQ,TATAMOTORS,100.0,261.0,26100.4,384.51,38451.0
2023-01-06,EQ,TATAMOTORS,100.0,261.0,26100.4,379.64,37964.0
2023-01-07,EQ,TATAMOTORS,100.0,261.0,26100.4,379.64,37964.0
2023-01-08,EQ,TATAMOTORS,100.0,261.0,26100.4,379.64,37964.0
2023-01-09,EQ,TATAMOTORS,100.0,261.0,26100.4,387.05,38705.0
2023-01-10,EQ,TATAMOTORS,100.0,261.0,26100.4,410.35,41035.0
2023-01-11,EQ,TATAMOTORS,100.0,261.0,26100.4,415.62,41562.0
2023-01-12,EQ,TATAMOTORS,100.0,261.0,26100.4,409.7,40970.0
2023-01-13,EQ,TATAMOTORS,100.0,261.0,26100.4,408.96,40896.0
2023-01-14,EQ,TATAMOTORS,100.0,261.0,26100.4,408.96,40896.0
2023-01-15,EQ,TATAMOTORS,100.0,261.0,26100.4,408.96,40896.0
2023-01-16,EQ,TATAMOTORS,100.0,261.0,26100.4,410.45,41045.0
2023-01-17,EQ,TATAMOTORS,100.0,261.0,26100.4,412.74,41274.0
2023-01-18,EQ,TATAMOTORS,100.0,261.0,26100.4,405.88,40588.0
2023-01-19,EQ,TATAMOTORS,100.0,261.0,26100.4,398.28,39828.0
2023-01-20,EQ,TATAMOTORS,100.0,261.0,26100.4,400.66,40066.0
2023-01-21,EQ,TATAMOTORS,100.0,261.0,26100.4,400.66,40066.0
2023-01-22,EQ,TATAMOTORS,100.0,261.0,26100.4,400.66,40066.0
2023-01-23,EQ,TATAMOTORS,100.0,261.0,26100.4,405.88,40588.0
2023-01-24,EQ,TATAMOTORS,100.0,261.0,26100.4,419.54,41954.0
2023-01-25,EQ,TATAMOTORS,100.0,261.0,26100.4,416.46,41646.0
2023-01-26,EQ,TATAMOTORS,100.0,261.0,26100.4,416.46,41646.0
2023-01-27,EQ,TATAMOTORS,100.0,261.0,26100.4,442.85,44285.0
2023-01-28,EQ,TATAMOTORS,100.0,261.0,26100.4,442.85,44285.0
2023-01-29,EQ,TATAMOTORS,100.0,261.0,26100.4,442.85,44285.0
2023-01-30,EQ,TATAMOTORS,100.0,261.0,26100.4,440.91,44091.0
2023-01-31,EQ,TATAMOTORS,100.0,261.0,26100.4,449.31,44931.0
2023-02-01,EQ,TATAMOTORS,100.0,261.0,26100.4,443.89,44389.0
2023-02-02,EQ,TATAMOTORS,100.0,261.0,26100.4,442.05,44205.0
2023-02-03,EQ,TATAMOTORS,100.0,261.0,26100.4,442.7,44270.0
2023-02-04,EQ,TATAMOTORS,100.0,261.0,26100.4,442.7,44270.0
2023-02-05,EQ,TATAMOTORS,100.0,261.0,26100.4,442.7,44270.0
2023-02-06,EQ,TATAMOTORS,100.0,261.0,26100.4,439.27,43927.0
2023-02-07,EQ,TATAMOTORS,100.0,261.0,26100.4,432.76,43276.0
2023-02-08,EQ,TATAMOTORS,100.0,261.0,26100.4,437.38,43738.0
2023-02-09,EQ,TATAMOTORS,100.0,261.0,26100.4,434.05,43405.0
2023-02-10,EQ,TATAMOTORS,100.0,261.0,26100.4,443.1,44310.0
2023-02-11,EQ,TATAMOTORS,100.0,261.0,26100.4,443.1,44310.0
2023-02-12,EQ,TATAMOTORS,100.0,261.0,26100.4,443.1,44310.0
2023-02-13,EQ,TATAMOTORS,100.0,261.0,26100.4,438.33,43833.0
2023-02-14,EQ,TATAMOTORS,100.0,261.0,26100.4,437.83,43783.0
2023-02-15,EQ,TATAMOTORS,100.0,261.0,26100.4,441.41,44141.0
2023-02-16,EQ,TATAMOTORS,100.0,261.0,26100.4,438.87,43887.0
2023-02-17,EQ,TATAMOTORS,100.0,261.0,26100.4,437.18,43718.0
2023-02-18,EQ,TATAMOTORS,100.0,261.0,26100.4,437.18,43718.0
2023-02-19,EQ,TATAMOTORS,100.0,261.0,26100.4,437.18,43718.0
2023-02-20,EQ,TATAMOTORS,100.0,261.0,26100.4,440.26,44026.0
2023-02-21,EQ,TATAMOTORS,100.0,261.0,26100.4,433.81,43381.0
2023-02-22,EQ,TATAMOTORS,100.0,261.0,26100.4,426.8,42680.0
2023-02-23,EQ,TATAMOTORS,100.0,261.0,26100.4,430.53,43053.0
2023-02-24,EQ,TATAMOTORS,100.0,261.0,26100.4,425.11,42511.0
2023-02-25,EQ,TATAMOTORS,100.0,261.0,26100.4,425.11,42511.0
2023-02-26,EQ,TATAMOTORS,100.0,261.0,26100.4,425.11,42511.0
2023-02-27,EQ,TATAMOTORS,100.0,261.0,26100.4,415.37,41537.0
2023-02-28,EQ,TATAMOTORS,100.0,261.0,26100.4,418.1,41810.0
2023-03-01,EQ,TATAMOTORS,100.0,261.0,26100.4,423.37,42337.0
2023-03-02,EQ,TATAMOTORS,100.0,261.0,26100.4,417.85,41785.0
2023-03-03,EQ,TATAMOTORS,100.0,261.0,26100.4,425.36,42536.0
2023-03-04,EQ,TATAMOTORS,100.0,261.0,26100.4,425.36,42536.0
2023-03-05,EQ,TATAMOTORS,100.0,261.0,26100.4,425.36,42536.0
2023-03-06,EQ,TATAMOTORS,100.0,261.0,26100.4,437.38,43738.0
2023-03-07,EQ,TATAMOTORS,100.0,261.0,26100.4,437.38,43738.0
2023-03-08,EQ,TATAMOTORS,100.0,261.0,26100.4,436.59,43659.0
2023-03-09,EQ,TATAMOTORS,100.0,261.0,26100.4,429.53,42953.0
2023-03-10,EQ,TATAMOTORS,100.0,261.0,26100.4,433.16,43316.0
2023-03-11,EQ,TATAMOTORS,100.0,261.0,26100.4,433.16,43316.0
2023-03-12,EQ,TATAMOTORS,100.0,261.0,26100.4,433.16,43316.0
2023-03-13,EQ,TATAMOTORS,100.0,261.0,26100.4,419.79,41979.0
2023-03-14,EQ,TATAMOTORS,100.0,261.0,26100.4,414.08,41408.0
2023-03-15,EQ,TATAMOTORS,100.0,261.0,26100.4,408.81,40881.0
2023-03-16,EQ,TATAMOTORS,100.0,261.0,26100.4,413.13,41313.0
2023-03-17,EQ,TATAMOTORS,100.0,261.0,26100.4,416.41,41641.0
2023-03-18,EQ,TATAMOTORS,100.0,261.0,26100.4,416.41,41641.0
2023-03-19,EQ,TATAMOTORS,100.0,261.0,26100.4,416.41,41641.0
2023-03-20,EQ,TATAMOTORS,100.0,261.0,26100.4,408.21,40821.0
2023-03-21,EQ,TATAMOTORS,100.0,261.0,26100.4,410.0,41000.0
2023-03-22,EQ,TATAMOTORS,100.0,261.0,26100.4,413.53,41353.0
2023-03-23,EQ,TATAMOTORS,100.0,261.0,26100.4,416.56,41656.0
2023-03-24,EQ,TATAMOTORS,100.0,261.0,26100.4,413.93,41393.0
2023-03-25,EQ,TATAMOTORS,100.0,261.0,26100.4,413.93,41393.0
2023-03-26,EQ,TATAMOTORS,100.0,261.0,26100.4,413.93,41393.0
2023-03-27,EQ,TATAMOTORS,100.0,261.0,26100.4,409.51,40951.0
2023-03-28,EQ,TATAMOTORS,100.0,261.0,26100.4,399.12,39912.0
2023-03-29,EQ,TATAMOTORS,100.0,261.0,26100.4,406.67,40667.0
2023-03-30,EQ,TATAMOTORS,100.0,261.0,26100.4,406.67,40667.0
2023-03-31,EQ,TATAMOTORS,100.0,261.0,26100.4,418.2,41820.0
2023-04-01,EQ,TATAMOTORS,100.0,261.0,26100.4,418.2,41820.0
2023-04-02,EQ,TATAMOTORS,100.0,261.0,26100.4,418.2,41820.0
2023-04-03,EQ,TATAMOTORS,100.0,261.0,26100.4,421.63,42163.0
2023-04-04,EQ,TATAMOTORS,100.0,261.0,26100.4,421.63,42163.0
2023-04-05,EQ,TATAMOTORS,100.0,261.0,26100.4,423.92,42392.0
2023-04-06,EQ,TATAMOTORS,100.0,261.0,26100.4,434.95,43495.0
2023-04-07,EQ,TATAMOTORS,100.0,261.0,26100.4,434.95,43495.0
2023-04-08,EQ,TATAMOTORS,100.0,261.0,26100.4,434.95,43495.0
2023-04-09,EQ,TATAMOTORS,100.0,261.0,26100.4,434.95,43495.0
2023-04-10,EQ,TATAMOTORS,100.0,261.0,26100.4,458.45,45845.0
2023-04-11,EQ,TATAMOTORS,100.0,261.0,26100.4,455.87,45587.0
2023-04-12,EQ,TATAMOTORS,100.0,261.0,26100.4,462.63,46263.0
2023-04-13,EQ,TATAMOTORS,100.0,261.0,26100.4,466.6,46660.0
2023-04-14,EQ,TATAMOTORS,100.0,261.0,26100.4,466.6,46660.0
2023-04-15,EQ,TATAMOTORS,100.0,261.0,26100.4,466.6,46660.0
2023-04-16,EQ,TATAMOTORS,100.0,261.0,26100.4,466.6,46660.0
2023-04-17,EQ,TATAMOTORS,100.0,261.0,26100.4,469.23,46923.0
2023-04-18,EQ,TATAMOTORS,100.0,261.0,26100.4,470.08,47008.0
2023-04-19,EQ,TATAMOTORS,100.0,261.0,26100.4,466.5,46650.0
2023-04-20,EQ,TATAMOTORS,100.0,261.0,26100.4,473.86,47386.0
2023-04-21,EQ,TATAMOTORS,100.0,261.0,26100.4,468.29,46829.0
2023-04-22,EQ,TATAMOTORS,100.0,261.0,26100.4,468.29,46829.0
2023-04-23,EQ,TATAMOTORS,100.0,261.0,26100.4,468.29,46829.0
2023-04-24,EQ,TATAMOTORS,100.0,261.0,26100.4,472.27,47227.0
2023-04-25,EQ,TATAMOTORS,100.0,261.0,26100.4,470.63,47063.0
2023-04-26,EQ,TATAMOTORS,100.0,261.0,26100.4,475.25,47525.0
2023-04-27,EQ,TATAMOTORS,100.0,261.0,26100.4,478.63,47863.0
2023-04-28,EQ,TATAMOTORS,100.0,261.0,26100.4,481.96,48196.0
2023-04-29,EQ,TATAMOTORS,100.0,261.0,26100.4,481.96,48196.0
2023-04-30,EQ,TATAMOTORS,100.0,261.0,26100.4,481.96,48196.0
2023-05-01,EQ,TATAMOTORS,100.0,261.0,26100.4,481.96,48196.0
2023-05-02,EQ,TATAMOTORS,100.0,261.0,26100.4,477.28,47728.0
2023-05-03,EQ,TATAMOTORS,100.0,261.0,26100.4,480.71,48071.0
2023-05-04,EQ,TATAMOTORS,100.0,261.0,26100.4,477.83,47783.0
2023-05-05,EQ,TATAMOTORS,100.0,261.0,26100.4,474.15,47415.0
2023-05-06,EQ,TATAMOTORS,100.0,261.0,26100.4,474.15,47415.0
2023-05-07,EQ,TATAMOTORS,100.0,261.0,26100.4,474.15,47415.0
2023-05-08,EQ,TATAMOTORS,100.0,261.0,26100.4,497.41,49741.0
2023-05-09,EQ,TATAMOTORS,100.0,261.0,26100.4,500.54,50054.0
2023-05-10,EQ,TATAMOTORS,100.0,261.0,26100.4,506.35,50635.0
2023-05-11,EQ,TATAMOTORS,100.0,261.0,26100.4,508.44,50844.0
2023-05-12,EQ,TATAMOTORS,100.0,261.0,26100.4,512.76,51276.0
2023-05-13,EQ,TATAMOTORS,100.0,261.0,26100.4,512.76,51276.0
2023-05-14,EQ,TATAMOTORS,100.0,261.0,26100.4,512.76,51276.0
2023-05-15,EQ,TATAMOTORS,100.0,261.0,26100.4,527.57,52757.0
2023-05-16,EQ,TATAMOTORS,100.0,261.0,26100.4,517.93,51793.0
2023-05-17,EQ,TATAMOTORS,100.0,261.0,26100.4,512.32,51232.0
2023-05-18,EQ,TATAMOTORS,100.0,261.0,26100.4,505.31,50531.0
2023-05-19,EQ,TATAMOTORS,100.0,261.0,26100.4,521.71,52171.0
2023-05-20,EQ,TATAMOTORS,100.0,261.0,26100.4,521.71,52171.0
2023-05-21,EQ,TATAMOTORS,100.0,261.0,26100.4,521.71,52171.0
2023-05-22,EQ,TATAMOTORS,100.0,261.0,26100.4,519.27,51927.0
2023-05-23,EQ,TATAMOTORS,100.0,261.0,26100.4,525.24,52524.0
2023-05-24,EQ,TATAMOTORS,100.0,261.0,26100.4,516.99,51699.0
2023-05-25,EQ,TATAMOTORS,100.0,261.0,26100.4,511.67,51167.0
2023-05-26,EQ,TATAMOTORS,100.0,261.0,26100.4,515.25,51525.0
2023-05-27,EQ,TATAMOTORS,100.0,261.0,26100.4,515.25,51525.0
2023-05-28,EQ,TATAMOTORS,100.0,261.0,26100.4,515.25,51525.0
2023-05-29,EQ,TATAMOTORS,100.0,261.0,26100.4,518.23,51823.0
2023-05-30,EQ,TATAMOTORS,100.0,261.0,26100.4,515.6,51560.0
2023-05-31,EQ,TATAMOTORS,100.0,261.0,26100.4,523.05,52305.0
2023-06-01,EQ,TATAMOTORS,100.0,261.0,26100.4,531.9,53190.0
2023-06-02,EQ,TATAMOTORS,100.0,261.0,26100.4,532.59,53259.0
2023-06-03,EQ,TATAMOTORS,100.0,261.0,26100.4,532.59,53259.0
2023-06-04,EQ,TATAMOTORS,100.0,261.0,26100.4,532.59,53259.0
2023-06-05,EQ,TATAMOTORS,100.0,261.0,26100.4,542.88,54288.0
2023-06-06,EQ,TATAMOTORS,100.0,261.0,26100.4,552.32,55232.0
2023-06-07,EQ,TATAMOTORS,100.0,261.0,26100.4,564.44,56444.0
