date,holding_amount,open_amount,high_amount,low_amount,close_amount
2021-08-28,60878.9,59546.53,60450.61,59279.37,60018.56
2021-08-29,60878.9,59546.53,60450.61,59279.37,60018.56
2021-08-30,60878.9,60547.93,61113.52,60351.54,60691.11
2021-08-31,60878.9,60880.36,61489.72,60196.86,60605.31
2021-09-01,60878.9,60932.96,62357.87,60400.56,61789.88
2021-09-02,60878.9,61934.6,62568.01,61481.03,62008.96
2021-09-03,60878.9,62151.31,62855.08,61663.97,62288.43
2021-09-04,60878.9,62151.31,62855.08,61663.97,62288.43
2021-09-05,60878.9,62151.31,62855.08,61663.97,62288.43
2021-09-06,60878.9,62591.99,62971.22,61990.19,62307.54
2021-09-07,60878.9,62395.49,62847.61,61053.17,61686.2
2021-09-08,60878.9,61788.34,62924.21,61225.96,62444.1
2021-09-09,60878.9,62396.42,63215.22,61888.47,62616.4
2021-09-10,60878.9,62396.42,63215.22,61888.47,62616.4
2021-09-11,60878.9,62396.42,63215.22,61888.47,62616.4
2021-09-12,60878.9,62396.42,63215.22,61888.47,62616.4
2021-09-13,60878.9,62646.66,63259.83,62078.77,62878.36
2021-09-14,60878.9,63093.9,64005.8,62696.65,63510.58
2021-09-15,60878.9,63567.68,65553.46,63381.83,65061.82
2021-09-16,60878.9,64987.17,65987.75,64354.96,65205.06
2021-09-17,60878.9,65374.01,65709.38,63511.64,64134.12
2021-09-18,60878.9,65374.01,65709.38,63511.64,64134.12
2021-09-19,60878.9,65374.01,65709.38,63511.64,64134.12
2021-09-20,60878.9,63641.08,64311.24,61473.13,61827.0
2021-09-21,60878.9,61890.5,62613.18,60559.94,62124.01
2021-09-22,60878.9,62401.5,64021.09,62269.9,63462.12
2021-09-23,60878.9,64026.64,65816.94,63703.48,65167.9
2021-09-24,60878.9,65634.31,66852.28,64129.04,65010.72
2021-09-25,60878.9,65634.31,66852.28,64129.04,65010.72
2021-09-26,60878.9,65634.31,66852.28,64129.04,65010.72
2021-09-27,60878.9,65869.63,67129.97,65201.89,66439.78
2021-09-28,60878.9,66898.24,67602.66,65659.08,66390.23
2021-09-29,60878.9,66056.56,69365.25,65544.68,68203.13
2021-09-30,60878.9,68573.28,70165.96,67656.99,68855.68
2021-10-01,60878.9,68750.43,70145.71,67790.76,69256.3
2021-10-02,60878.9,68750.43,70145.71,67790.76,69256.3
2021-10-03,60878.9,68750.43,70145.71,67790.76,69256.3
2021-10-04,60878.9,69886.39,71523.68,69346.08,70887.16
2021-10-05,60878.9,70909.08,73741.39,70445.7,72327.35
2021-10-06,60878.9,72938.68,74153.74,71000.14,72024.92
2021-10-07,60878.9,72987.83,76358.46,72089.04,74818.21
2021-10-08,60878.9,75846.73,76855.8,74501.65,75242.52
2021-10-09,60878.9,75846.73,76855.8,74501.65,75242.52
2021-10-10,60878.9,75846.73,76855.8,74501.65,75242.52
2021-10-11,60878.9,75884.68,79933.6,75516.58,78914.71
2021-10-12,60878.9,79737.0,81131.72,78090.08,79726.72
2021-10-13,60878.9,83074.96,93172.09,82817.62,90503.82
2021-10-14,60878.9,93735.74,94039.33,88680.19,89405.62
2021-10-15,60878.9,93735.74,94039.33,88680.19,89405.62
2021-10-16,60878.9,93735.74,94039.33,88680.19,89405.62
2021-10-17,60878.9,93735.74,94039.33,88680.19,89405.62
2021-10-18,60878.9,90947.75,97260.61,89873.14,94108.23
2021-10-19,60878.9,95415.68,96339.57,87416.37,88985.4
2021-10-20,60878.9,88466.59,90678.14,85123.98,87989.24
2021-10-21,60878.9,88756.49,90367.3,85870.29,88335.99
2021-10-22,60878.9,88761.53,89854.08,85235.97,86366.87
2021-10-23,60878.9,88761.53,89854.08,85235.97,86366.87
2021-10-24,60878.9,88761.53,89854.08,85235.97,86366.87
2021-10-25,60878.9,86931.5,87380.53,82672.86,84397.2
2021-10-26,60878.9,84826.18,88951.65,84556.33,87829.11
2021-10-27,60878.9,88523.46,88818.37,86357.33,86730.35
2021-10-28,60878.9,85854.85,85939.54,82277.31,82776.49
2021-10-29,60878.9,82126.96,84505.61,79772.57,82886.65
2021-10-30,60878.9,82126.96,84505.61,79772.57,82886.65
2021-10-31,60878.9,82126.96,84505.61,79772.57,82886.65
2021-11-01,60878.9,84009.13,85077.87,82076.54,84241.66
2021-11-02,60878.9,86129.95,87304.59,84505.19,84843.34
2021-11-03,60878.9,84823.91,85740.65,83641.37,84345.78
2021-11-04,60878.9,85198.58,85705.15,84858.45,85204.46
2021-11-05,60878.9,85198.58,85705.15,84858.45,85204.46
2021-11-06,60878.9,85198.58,85705.15,84858.45,85204.46
2021-11-07,60878.9,85198.58,85705.15,84858.45,85204.46
2021-11-08,60878.9,85840.13,87387.1,84790.94,86948.34
2021-11-09,60878.9,87297.57,90187.02,86998.57,88640.3
2021-11-10,59061.4,86392.09,87042.74,85191.05,85989.76
2021-11-11,59061.4,86002.02,87233.91,84822.23,85637.89
2021-11-12,59061.4,86245.42,86870.81,84972.7,86170.96
2021-11-13,59061.4,86245.42,86870.81,84972.7,86170.96
2021-11-14,59061.4,86245.42,86870.81,84972.7,86170.96
2021-11-15,59061.4,86496.15,87413.23,85886.91,86275.74
2021-11-16,59061.4,86470.27,88540.72,85869.76,87061.08
2021-11-17,59061.4,87110.69,89228.32,86695.59,88285.69
2021-11-18,59061.4,88476.71,89004.82,84080.6,85289.61
2021-11-19,59061.4,88476.71,89004.82,84080.6,85289.61
2021-11-20,59061.4,88476.71,89004.82,84080.6,85289.61
2021-11-21,59061.4,88476.71,89004.82,84080.6,85289.61
2021-11-22,59061.4,85616.16,85759.57,80726.38,81887.53
2021-11-23,59061.4,81320.82,84396.16,80471.94,83913.39
2021-11-24,59061.4,84630.65,85780.18,82986.02,83527.88
2021-11-25,59061.4,83790.78,84778.56,82606.32,84156.13
